PLC1,PLC2,PLC3,PLC4,PLC5,PLC6,PLC7,PLC8,PLC9,scada
0.041547695,0.04920543,0.028836746,0.020626835,0.026423415,0.017022787,0.024766907,0.042542328,0.011252183,0.041232546
