iteration,TANK_LEVEL,J421,J332,J156,J39,J269,J273,J280,J285,FLOW_PUMP1,FLOW_PUMP2,STATUS_PUMP1,STATUS_PUMP2
0,1.988840934097695,36.598065265492124,19.672884988719808,34.20188527827406,27.325657522767393,34.3750016421736,34.38090754666162,2.9748270774513585,2.9703910739947403,0.09738900994806562,0.09740824412290758,1,1
1,1.9336556229407762,36.54675598119384,19.637957689115368,34.171188151067,27.272476546655277,34.34431873342896,34.35023103965547,2.9747997891113727,2.970358977261057,0.09744599935284717,0.09746525035646059,1,1
2,1.878681561894112,36.49563977899679,19.603160130032236,34.14061077525871,27.21949301472244,34.31375552470254,34.31967420953342,2.974772599381751,2.9703269965139754,0.09750275458653758,0.09752202235461525,1,1
3,1.8239179825936276,36.593225305924435,21.05807948398968,34.633261270286255,27.31194251860324,34.80617826300154,34.81199440230415,2.975209714353994,2.9708411342022814,0.09658689020385727,0.09660588803288452,1,1
4,1.7873765056269946,36.558513222990314,21.02297207709156,34.612345002969164,27.276009906127292,34.78527164383384,34.791092127136125,2.9751911974461223,2.970819354483524,0.0966258377195662,0.09664484700214347,1,1
5,1.7509261536650058,36.52388738334811,20.98795077219433,34.591482515518464,27.240165475525977,34.7644187816402,34.77024359863488,2.9751727244735306,2.970797626441964,0.09666467949956103,0.09668370020687021,1,1
6,1.7145666793218197,36.48934755391244,20.953015342793087,34.57067365283936,27.20440899468118,34.74361952138199,34.749448661786985,2.975154295328501,2.9707759499508697,0.09670341587957014,0.09672244798287283,1,1
7,1.6782978359970713,36.49175540289579,20.55960423413459,34.62781393373392,27.17793733281733,34.80073343902441,34.80655070959334,2.975204892172904,2.97083546231854,0.09659703393785674,0.09661603475012234,1,1
8,1.6435296052392658,36.458736253058234,20.52618795965578,34.607939266024786,27.14372361970107,34.78086793943281,34.786689337870996,2.9751872965510486,2.9708147662230004,0.09663404066221742,0.09665305235781328,1,1
9,1.6088479586420021,36.4257990271805,20.492853592738292,34.588115541042754,27.109593820296418,34.76105336079756,34.76687887730266,2.9751697427120263,2.970794119272888,0.09667094748093924,0.09668997003253904,1,1
10,1.5742526624597417,36.392943505137396,20.459600918809066,34.568342613177066,27.075547714611837,34.741289557561174,34.74711918235489,2.9751522305534976,2.9707735213478585,0.0967077547072281,0.09672678808758069,1,1
11,1.5397434836797146,36.716069606362495,26.179167919960285,34.985718172869895,27.185431957397334,35.15847287583814,35.16421594548686,2.9755211838459203,2.971207486863257,0.09592974310496862,0.09594854802776433,1,1
12,1.5548444068324159,36.73044530160976,26.193903849053036,34.99437107556436,27.200413941770684,35.167121801173764,35.17286308004782,2.9755288172665004,2.971216465348242,0.09591358975984066,0.09593238994900863,1,1
13,1.569907536229536,36.74478540770377,26.208603113451552,35.00300286430749,27.215358668542272,35.175749622593116,35.181489115210695,2.9755364314275923,2.971225421180108,0.09589747486072257,0.09591627032792237,1,1
14,1.584932961823128,36.75909000759778,26.223265799492488,35.01161358682644,27.23026622534585,35.18435638779904,35.190094098667345,2.975544026375843,2.971234354413731,0.09588139832533311,0.0959001890821974,1,1
15,1.5999207733727303,37.168351226261976,26.25083821578084,35.279006015183356,27.340926497827276,35.45162609150458,35.4573085465387,2.9757795617870713,2.9715113929015757,0.09538168546916204,0.09540033000803838,1,1
16,1.634789520379968,37.20105253237027,26.284574183090093,35.298709212615165,27.375241575885603,35.471320258343866,35.47699864742141,2.975796893466061,2.971531778551494,0.09534482638762189,0.09536346015636818,1,1
17,1.6695720287463303,37.23367467579648,26.31822760025471,35.318366317838766,27.409472798692896,35.49096835582009,35.496642689226704,2.975814181300194,2.971552112630924,0.09530804845091062,0.09532667147529124,1,1
18,1.704268488327557,37.266217823758566,26.351798645572792,35.33797742090837,27.44362034679586,35.51057047393468,35.516240761932266,2.975831425390723,2.971572395258981,0.09527135152285571,0.0952899638285821,1,1
19,1.7388790886607808,37.095056045484824,28.35967591341211,35.06848235362972,27.47908750347134,35.241199027111634,35.24692497428052,2.975594170738212,2.9712933345799115,0.09577519801681052,0.09579395766739753,1,1
20,1.7736235901503221,37.127796395326044,28.39350781827276,35.08826948491104,27.51327848540584,35.2609770708536,35.26669892642819,2.9756116117113223,2.9713138487805324,0.0957382364050753,0.09575698523353798,1,1
