iteration,TANK_LEVEL,J421,J332,J156,J39,J269,J273,J280,J285,FLOW_PUMP1,FLOW_PUMP2,STATUS_PUMP1,STATUS_PUMP2
0,2.4616144336816888,37.05667031102763,20.391202407499556,34.136819199531885,27.808301748080602,34.30996570596925,34.315885181871025,2.9747692273267603,2.9703230302797152,0.09750979137675217,0.09752906122370641,1,1
1,2.4074762385851756,37.00555301491805,20.339586257521155,34.10566870226239,27.755426711274815,34.27882964602637,34.284755622207285,2.9747415189381528,2.970290439482838,0.09756759674876299,0.09758688367594946,1,1
2,2.353473290073424,36.95456278662478,20.288095942637604,34.07459980866918,27.702680664449765,34.24777515615064,34.253707617477986,2.9747138750526716,2.970257924555412,0.09762523848843851,0.09764454245249615,1,1
3,2.299605205303507,37.04664539843708,21.338110564327074,34.762167702420655,27.771466985904063,34.935025276315784,34.940814662779786,2.9753237520579177,2.9709752661650555,0.09634673342428401,0.0963656606794339,1,1
4,2.2607116110643375,37.0097332192387,21.300786451881173,34.73985816045602,27.73325886750211,34.91272601259921,34.91852002676109,2.975304025853454,2.970952064061791,0.09638831211687275,0.0964072515843657,1,1
5,2.2219152979432124,36.97291300706094,21.263554054334286,34.71760628951486,27.695144696076603,34.89048439551961,34.89628302639929,2.975284346451893,2.9709289170086493,0.09642977693621138,0.09644872858519825,1,1
6,2.1832159995154257,36.936184511194455,21.22641312879039,34.69541192106374,27.65712422269001,34.86830025660349,34.87410349324789,2.9752647137382198,2.970905824870357,0.09647112825058492,0.09649009205030293,1,1
7,2.1446134502179177,36.98084488265994,21.3731235336135,34.79746750446266,27.659481814481246,34.970308819852846,34.976090886056255,2.975354955682299,2.971011968092448,0.09628093138220144,0.09629983931581518,1,1
8,2.1122943333365214,36.95013517830182,21.34202609989368,34.77892680104462,27.627649354402614,34.95177665530183,34.95756256606127,2.975338567730276,2.9709926924653445,0.09631549491498505,0.09633441299686929,1,1
9,2.080056084292181,36.919502034857416,21.311005401198422,34.76043371077732,27.59589543771029,34.933292083451775,34.93908182955968,2.9753222190258626,2.9709734630017337,0.09634996535751524,0.0963688935617677,1,1
10,2.0478984852845343,36.88894525760337,21.280061082056626,34.741988196175626,27.56421981250542,34.91485506688258,34.920648639160746,2.9753059094440886,2.9709542795546042,0.09638434264054532,0.09640328094195057,1,1
11,2.015821318352039,37.17647787267768,26.82561011633107,35.3782728084155,27.66495306940191,35.55084740521613,35.55650938343503,2.9758668469174836,2.971614058323823,0.09519593361920758,0.09521452390284575,1,1
12,2.031983538191909,37.19186240749495,26.841379609510703,35.387530104894566,27.680980091348538,35.56010046265861,35.56576053228261,2.9758749825541813,2.9716236275206853,0.09517860440117075,0.09519718962588321,1,1
13,2.0481052131253676,37.20720879395189,26.857109787194595,35.39676479911256,27.69696717805372,35.56933092857001,35.57498909443018,2.9758830975976593,2.971633172495693,0.09516131636877717,0.0951798965470416,1,1
14,2.0641864395143728,37.2225171207148,26.872800741774377,35.40597694189864,27.712914423250602,35.5785388537535,35.58419512066918,2.9758911920978406,2.971642693307558,0.09514406943476136,0.09516264457902675,1,1
15,2.080227313516687,37.54121799444839,26.779943332994428,35.54228966987499,27.790747738357176,35.71478921776735,35.72041740576333,2.976010882155471,2.971783473656039,0.0948887344145416,0.09490723508502155,1,1
16,2.110037795964786,37.56927246911005,26.8088468676442,35.55920020940707,27.82014166182882,35.73169202639613,35.737316733608566,2.9760257194462554,2.9718009253899496,0.09485704120212733,0.09487553263553422,1,1
17,2.1397741263062215,37.59725847435962,26.83767919595646,35.57607066334097,27.849463252099007,35.748554769024764,35.754176004277355,2.9760405191241546,2.9718183328834087,0.09482541934158274,0.09484390156023473,1,1
18,2.169436471483607,37.62517615879827,26.866440475487956,35.59290111317661,27.878712668801917,35.76537752710716,35.77099529920295,2.9760552812773184,2.9718356962401273,0.0947938687048489,0.09481234173101682,1,1
19,2.199024998139933,37.46979362790199,28.881431321273787,35.192051599331165,27.9259912510525,35.364711550183,35.37041195842316,2.9757030338548702,2.9714213801798124,0.09554429164923632,0.09556298372581527,1,1
20,2.2316474365193955,37.50060752360433,28.91323386763643,35.21071849632142,27.95811838254152,35.383369884298034,35.38906643716868,2.9757194678825343,2.9714407100048135,0.09550939259690326,0.0955280744674123,1,1
21,2.264188222098838,37.53134591578586,28.944957628866298,35.229341115986074,27.99016602577668,35.40198396293947,35.407676670279116,2.9757358599713513,2.9714599905012022,0.0954745717775596,0.09549324346671731,1,1
22,2.2966475379209754,37.56200896690625,28.976602778346667,35.247919546826495,28.022134355173144,35.42055387455761,35.426242746181785,2.9757522102193548,2.9714792217842643,0.09543982905525344,0.0954584905877266,1,1
23,2.329025566710442,37.39327995204975,26.789642119758575,34.958930779567496,27.949025557706598,35.131697797621115,35.137446412040276,2.975497548506482,2.9711796868047458,0.09597974397240965,0.09599856355011978,1,1
24,2.329020741081081,37.39327531278184,26.789637374998726,34.95892796630656,27.949020732118832,35.131694985653695,35.137443600655246,2.975497546023931,2.971179683884756,0.09597974922310255,0.09599856880235183,1,1
25,2.329015927736691,37.39327068532438,26.789632642317905,34.95892516020754,27.949015918815853,35.131692180844894,35.13744079642737,2.9754975435477107,2.971179680972199,0.0959797544604283,0.09599857404121283,1,1
26,2.3290111266459945,37.39326606964734,26.78962792168533,34.958922361252206,27.949011117766382,35.13168938317651,35.1374379993384,2.975497541077793,2.9711796780670667,0.09597975968442095,0.09599857926673676,1,1
27,2.3290063377777983,37.5527519321885,26.08099910802293,34.52412353796545,27.944941083090548,34.69709089437424,34.70292970951195,2.9751130554152283,2.970727443273063,0.09679005020964267,0.09680910780886175,1,1
28,2.3234258439691615,37.54742864540812,26.07553943419692,34.520871344236284,27.93937967001724,34.693840202233204,34.69967969344843,2.9751101735392567,2.970724053590189,0.09679610183349312,0.09681516121405616,1,1
29,2.3178595090694785,37.54211884678304,26.070093569179726,34.51762743650022,27.93383232566797,34.69059779230575,34.69643795789676,2.9751072989170453,2.970720672439249,0.09680213790407859,0.09682119906146222,1,1
30,2.312307296689042,37.536822501725425,26.06466147768962,34.51439179327551,27.928299014083912,34.68736364311967,34.693204481389074,2.975104431530248,2.9707172997986504,0.09680815846241599,0.0968272213921086,1,1
31,2.3067691705340962,37.55960058658971,29.29030835542256,34.618469835428186,27.978937514888152,34.79139365090367,34.79721286209784,2.9751966199856454,2.970825732513042,0.09661443332430898,0.09663343925331379,1,1
32,2.32890696153315,37.5805779805045,29.312031950025265,34.631294168311896,28.000831729980185,34.80421206836046,34.81002861618245,2.9752079729830783,2.970839085989404,0.09659055320294128,0.0966095521094959,1,1
33,2.3509888805176615,37.601503227184125,29.333701143556745,34.64408732945337,28.022671166318425,34.816999329173754,34.82281322042154,2.9752192970027167,2.970852405381919,0.09656672902162737,0.09658572092303852,1,1
34,2.373015058370868,37.622376445271385,29.355316061681314,34.65684938638785,28.04445595017402,34.82975550084254,34.835566742297814,2.9752305921141087,2.970865690772442,0.09654296066906257,0.09656194558259833,1,1
35,2.3949856257155773,37.384101190335244,26.33006214442394,34.24337145067122,27.93623290009979,34.41646860531493,34.42236586100255,2.9748639442154854,2.970434436937616,0.09731197165060998,0.09733118308406077,1,1
36,2.3673345844999005,37.35787943699441,26.303260524523772,34.22731983209694,27.908949344713783,34.40042441819686,34.406325019833105,2.974849681625379,2.97041766118042,0.0973417815034123,0.09736100173555338,1,1
37,2.3397532890535615,37.331723572083035,26.276525615179487,34.211309661373264,27.881733758407755,34.38442166086078,34.39032560031032,2.974835453712778,2.970400926211269,0.09737151112937391,0.09739074013785405,1,1
38,2.3122415516722867,37.3056334192742,26.24985724132835,34.195340821614806,27.8545859625438,34.36846021646652,34.37436748561433,2.974821260391046,2.970384231928243,0.09740116077243198,0.09742039853496101,1,1
39,2.2847991852225533,37.12860483046295,21.402995026805847,33.922494540001324,27.653550182988702,34.09574046499169,34.10170470321117,2.9745784213679087,2.970098603009802,0.09790726208019623,0.09792664947227517,1,1
40,2.2330664702495397,37.080040429717315,21.353597460239676,33.892773042582164,27.602975227127224,34.06603277022403,34.07200322296249,2.97455193105867,2.9700674449290148,0.0979623357728765,0.09798173947071555,1,1
41,2.1814626106198176,37.03159621957566,21.304320066295794,33.86312893795959,27.552523429919823,34.036402436132676,34.04237908892783,2.974525502395103,2.9700363593566834,0.09801725502554974,0.09803667498794297,1,1
42,2.129987244997011,36.98327186600672,21.25516252286298,33.83356198967327,27.502194460953625,34.00684922633549,34.012832064760204,2.9744991352272265,2.9700053461163876,0.0980720203729854,0.098091456558846,1,1
43,2.0786400132958676,38.62186145092829,19.434876456093946,34.82074312709494,27.718545111354622,34.993573725109925,34.9993509659013,2.975375524667534,2.971036161481095,0.09623753473951288,0.09625642993390182,1,1
44,2.0917979869674213,38.63398860080973,19.443180488639094,34.82810240805864,27.731558969185407,35.00092961795343,35.00670533327087,2.975382027210607,2.9710438098191716,0.09622381214238576,0.09624270330905364,1,1
45,2.1049044341192626,38.64606879399818,19.45145230926328,34.83543345165465,27.744522341812676,35.00825728666685,35.01403148247046,2.975388504347819,2.9710514282747127,0.09621014150235616,0.09622902865683557,1,1
46,2.117959555768877,38.65810220980677,19.459692041451227,34.84273636377175,27.75743542274038,35.015556837087516,35.02132951931422,2.9753949561779223,2.9710590169638706,0.09619652262981217,0.096215405787577,1,1
47,2.130963552150803,39.206709863236185,18.84310074851234,34.87964007641199,27.784220695275827,35.05244356570874,35.058208601016446,2.9754275522218023,2.9710973566664265,0.0961276920009686,0.09614655496337453,1,1
48,2.148323924089709,39.22253735042597,18.853665478272596,34.88929658084177,27.801338596827797,35.06209562696384,35.067858661767474,2.9754360796449646,2.9711073866833217,0.096109678347893,0.0961285360261562,1,1
49,2.165615837093611,39.23830330409132,18.864189058738255,34.898915999440476,27.818389803406923,35.071710619861136,35.077471662027875,2.975444573533011,2.9711173772560144,0.09609173267527685,0.0961105850898263,1,1
50,2.1828395600311126,39.25400795945849,18.87467164786004,34.908498470563586,27.83537457105681,35.08128868268787,35.08704774005412,2.975453034017029,2.971127328538685,0.09607385473846548,0.09609270190965286,1,1
51,2.1999953607133733,39.26454414929651,19.46536018445658,34.88095229690862,27.87163285506579,35.05375518239907,35.05951994584778,2.9754287110580506,2.9710987196980057,0.09612524420008653,0.09614410644442335,1,1
52,2.2220112288987366,39.28456623922048,19.479114128651254,34.893184926524725,27.893277018193466,35.065982183647805,35.07174441296887,2.9754395131249325,2.9711114251673436,0.0961024245217651,0.09612128007232229,1,1
53,2.243941382302836,39.30451172002765,19.492815306513727,34.905371481088906,27.914838134583142,35.078163131701146,35.0839228367352,2.975450273244313,2.9711240812977877,0.09607968886758028,0.09609853774978738,1,1
54,2.265786152869879,39.324380878706805,19.506463916912878,34.91751212789207,27.936316517031095,35.09029819376575,35.09605538431552,2.9754609915779042,2.971136688279543,0.09605703694643711,0.0960758791856297,1,1
55,2.2875458712533856,39.422830334725575,19.81377977994331,35.2815160354008,27.95119012290842,35.45413496120524,35.459816898227814,2.975781769880008,2.9715139900769216,0.09537699021810046,0.09539563338492184,1,1
56,2.3076505794323623,39.44110711534567,19.825849176411403,35.29262784862449,27.97097069312813,35.4652416814487,35.470921325395125,2.975791544421199,2.9715254869650636,0.09535620343476353,0.09537484052763429,1,1
57,2.327674524938246,39.45930502239226,19.83759394449583,35.30368638198705,27.990668227858258,35.47629514679612,35.481972508906665,2.975801271048873,2.971536927497027,0.09533551471205454,0.09535414576027894,1,1
58,2.347616860045207,39.47742555520914,19.849106761447366,35.31469453665278,28.010283501972417,35.48729825707471,35.49297334798767,2.9758109523292546,2.971548314691219,0.09531491864435122,0.09533354367564535,1,1
59,2.3674771357881497,39.4502333908853,18.919254883134748,35.46784338748523,28.026608214027668,35.640376984770754,35.646020503259095,2.9759455339376686,2.9717066105883703,0.09502821434474391,0.09504675568517801,1,1
60,2.386431122239557,39.467497087115845,18.93072630032657,35.47831554150018,28.045277475812277,35.6508443476571,35.656485708974714,2.9759547291593265,2.97171742607744,0.09500859851478603,0.09502713413379393,1,1
61,2.405310515506713,39.484693876065975,18.94215316828857,35.48874763961541,28.0638742112366,35.6612716734559,35.66691088607277,2.975963888276276,2.971728199099907,0.09498905627451323,0.09500758619414056,1,1
62,2.4241156078601165,39.50182401234525,18.953535657321666,35.499139830319635,28.082398697574824,35.67165911058251,35.67729618293558,2.9759730114293887,2.9717389298214982,0.09496958736179319,0.09498811160400261,1,1
