timestamp,T2,T3,T4
47:08.1,3.626948737,3.177177191,3.311717033
47:09.0,3.626948737,3.177177191,3.311717033
47:09.9,3.637722857,3.15374279,3.370036602
47:10.7,3.637722857,3.15374279,3.370036602
47:11.4,3.637722857,3.15374279,3.370036602
47:12.2,3.637722857,3.15374279,3.370036602
47:13.0,3.648328105,3.130308151,3.428302765
47:13.9,3.648328105,3.130308151,3.428302765
47:14.7,3.648328105,3.130308151,3.428302765
47:15.6,3.648328105,3.108677864,3.491008043
47:16.4,3.660380993,3.108677864,3.491008043
47:17.2,3.660380993,3.108677864,3.491008043
47:18.0,3.660380993,3.108677864,3.491008043
47:18.9,3.672270862,3.087047577,3.55365634
47:19.7,3.672270862,3.087047577,3.55365634
47:20.5,3.672270862,3.087047577,3.616247654
47:21.3,3.683998608,3.06541729,3.616247654
47:22.1,3.683998608,3.06541729,3.616247654
47:23.0,3.683998608,3.06541729,3.616247654
47:23.7,3.695565141,3.043786764,3.678781986
47:24.5,3.695565141,3.043786764,3.678781986
47:25.4,3.695565141,3.043786764,3.678781986
47:26.2,3.706971369,3.022156477,3.74125886
47:27.0,3.706971369,3.022156477,3.74125886
47:27.8,3.706971369,3.022156477,3.74125886
47:28.7,3.706971369,3.022156477,3.803678751
47:29.4,3.718218194,3.00052619,3.803678751
47:30.2,3.718218194,3.00052619,3.803678751
47:30.9,3.718218194,3.00052619,3.803678751
47:31.7,3.729306521,2.978895903,3.866041422
47:32.5,3.729306521,2.978895903,3.866041422
47:33.4,3.729306521,2.978895903,3.928346395
47:34.2,3.74023725,2.957265377,3.928346395
47:35.1,3.74023725,2.957265377,3.928346395
47:35.9,3.751011285,2.957265377,3.990594149
47:36.8,3.751011285,2.93563509,3.990594149
47:37.6,3.751011285,2.93563509,3.990594149
47:38.4,3.734538944,2.983272552,4.052037239
47:39.3,3.734538944,2.983272552,4.052037239
47:40.2,3.734538944,2.983272552,4.052037239
47:41.1,3.718093755,3.030864716,4.113399506
47:41.8,3.718093755,3.030864716,4.113399506
47:42.6,3.718093755,3.030864716,4.113399506
47:43.4,3.718093755,3.030864716,4.17468071
47:44.2,3.701675702,3.078411818,4.17468071
47:45.1,3.701675702,3.078411818,4.17468071
47:45.9,3.701675702,3.078411818,4.217466831
47:46.7,3.682328605,3.122602463,4.217466831
47:47.5,3.682328605,3.122602463,4.217466831
47:48.2,3.682328605,3.122602463,4.217466831
47:49.1,3.663005023,3.122602463,4.260187626
47:49.9,3.663005023,3.166747808,4.260187626
47:50.7,3.663005023,3.166747808,4.260187626
47:51.6,3.663005023,3.166747808,4.303202629
47:52.5,3.65673698,3.211092472,4.303202629
