,pat1,pat2,pat3,pat4
134,3268.278,4320.804300000001,2557.4929,1970.8094
135,3622.2811,3708.0360000000005,3188.7927,3139.376
136,3969.9051,3988.9291000000003,4031.0025,2655.5910999999996
137,3042.4353,5657.89805,4147.1186,2705.2255
138,3689.3819999999996,6046.628999999999,4086.2032,3584.8788
139,3596.1502,4722.324700000001,3856.0763,2528.7154
140,3676.9306,4258.7909,3329.4849999999997,2914.1511000000005
141,2977.843,3220.8609,2258.8297000000002,1694.5641
142,2472.7183999999997,2230.3374,2266.9932,1253.0116
143,1631.3711999999998,1662.6905,1832.4518999999998,2039.6892
144,1580.1034,1599.3860000000002,1148.019,1521.6049
145,857.26158,1648.4185,791.4689,612.7873
146,422.80089999999996,790.7904000000001,837.099,1304.629
147,1553.0339999999999,1130.8807000000002,1397.7675,1037.438
148,1978.5853,2063.75137,1466.9981,2075.7478
149,2271.846,3278.424,1827.4940000000001,2324.7817999999997
150,3876.63,5318.835099999999,4075.632,3878.206
151,5302.5398000000005,6917.1224999999995,3922.3469999999998,3240.4307
152,6008.1260999999995,6081.291,5525.920099999999,4294.4491
153,4446.0887,5527.1797,4918.224,3495.1310000000003
154,4192.207300000001,4590.941,3353.3183499999996,4704.014
155,3615.767,3571.8869,2996.6490000000003,3653.825
156,3316.4146,4083.7439999999992,3552.5992,3141.8896999999997
157,3081.1817,3891.2717000000002,3220.5746000000004,3014.1391
158,3486.9928,3860.2377,2734.5718,3599.4498
159,3123.1793000000002,5172.9586,2720.9303,2394.0951000000005
160,4008.8097000000002,4426.1977,3453.9793,2690.4362
161,3834.9266000000007,5761.561500000001,3627.6362,3232.8660000000004
162,3986.9022999999997,4921.9159,4058.7619999999997,3119.944
163,3299.7856,4320.4931,3264.324,2680.5644
164,2713.1982,3681.5033,3849.1389999999997,2937.357
165,2111.628,3654.8581,2161.1077999999998,3168.4956
166,2012.5161,2622.4318999999996,1657.0259999999998,1995.6466
167,1425.92975,1496.0019,1638.3045,1882.8697000000002
168,1425.7416,1984.922,1277.4062,1636.3381
169,1168.7959,1401.681,1144.854,1061.2822999999999
170,1051.9305,1112.1958,693.843,878.5640000000001
171,1066.0042,1626.8750000000002,653.5939000000001,772.12225
172,1038.2890000000002,1944.7979299999997,1752.747,1278.8597
173,2123.5297,4050.152,1998.9423000000002,3552.9359999999997
174,3198.6155,5031.221,3370.4749,3471.8266000000003
175,4829.8554,6603.655199999999,3697.3814,3793.675
176,4489.9607,6725.516599999999,4784.811000000001,4238.907
177,4551.2119999999995,4936.1941,3392.0849999999996,3538.6143
178,4565.0382,4620.364,3433.612,3355.8912
179,3067.001,3913.6829999999995,2983.8617999999997,3254.8684000000003
180,4316.099,4075.3289999999997,2744.4642,2637.864
181,2849.3897000000006,4416.958,2610.3467,2737.2063
182,4397.0693,4506.2501,2641.5419,2565.2216
183,4138.8834,5932.970599999999,3051.9069999999997,2625.9551
184,3653.789,4440.7967,3302.1409999999996,3025.2269
185,3131.752,4780.355,4287.93,2099.537
186,3292.3835,4057.177,3871.3641000000002,3191.3659999999995
187,3085.5386,4704.496000000001,3601.6291,2963.5910000000003
188,4239.9708,4554.1194,3033.1702,2392.5879
189,2869.0276000000003,4234.496,2665.741,1851.9224000000002
190,2198.3095,2013.7052999999999,1386.0430000000001,1863.3719999999998
191,1925.6448,3032.8057,1428.376,1970.827
192,1987.3511,2200.761,1406.5275000000001,1491.7023
193,776.7411999999999,1056.7814,876.3843999999999,634.532
194,860.2375999999999,515.8421000000001,502.7938,586.1610000000001
195,1282.2195,1044.3611,710.586,838.0830000000001
196,1489.1730999999997,1826.476,1844.4179000000001,1465.2022
197,2539.7549,3129.915,3252.9275000000002,2407.377
198,3901.7979,5048.235,4341.0765,3355.0362999999998
199,4573.7726,5933.4225,3514.8430000000003,4204.941
200,4490.333,6280.6713,3906.1174,4971.378000000001
201,3707.306,6580.4082,4072.6016,3533.889
202,4404.323200000001,5856.106,3845.8409999999994,3069.3720000000003
203,3589.3297900000002,5204.286700000001,3503.2945,2133.6310000000003
204,2646.526,3872.3233,3244.92946,2787.5993
205,3026.6908999999996,3602.2959999999994,2516.6549999999997,2668.9016
206,3108.221,4328.844300000001,2813.3374999999996,3009.7883
207,3528.23,4881.7389,4217.8091,2949.5346999999997
208,2738.1669,4523.8429,2890.4947,3636.3241
209,3482.0989399999994,5144.463900000001,2888.5286,3356.5181000000002
210,3808.209,5252.167,3233.1022,3302.207
211,3600.0115,4917.0742,2844.915,3292.5398
212,2783.4383,4543.5051,2351.1252,2440.5287
213,2532.6724,2387.4642,1687.8929999999998,2105.568
214,2198.4800999999998,2667.6587,1289.292,1334.964
215,1764.0770000000002,2191.7255,1803.525,2116.9256000000005
216,1611.29015,1755.5611999999999,1811.887,1776.5073
217,824.2189999999999,1070.7472,548.0172,1003.3186
218,988.5548,933.6360000000001,918.636,680.7382
219,902.3979,1911.4835,1112.763,1467.41069
220,1388.0882000000001,1729.6295,1582.3319000000001,1702.9445
221,2629.3125,2892.4973,2514.975,2660.9408999999996
222,4147.499,4529.79233,3598.4320000000002,3490.5269
223,4068.6844,4834.003699999999,4150.4396,3584.002
224,4274.4226,6068.039999999999,4230.486000000001,4682.8281
225,5139.5325,4793.1286,4926.25,4021.6668000000004
226,4326.4336,3682.9013000000004,3069.5939999999996,3382.6321000000003
227,3331.1701,3638.3317,4120.024899999999,3034.2989999999995
228,4000.8785000000003,3934.8651,3278.893,2253.544
229,3504.5098,3144.8293999999996,3409.096,1956.4333000000001
230,3030.2811,3973.9838,2798.5038,2313.7019
231,2923.2019999999998,3920.5472,2915.655,2772.935
232,2950.7810000000004,4484.34448,3110.662,2727.9757
233,4150.1912,5557.736199999999,4351.2501,2939.9139999999998
234,3785.3068000000003,5143.3537,3502.9751,3263.3112
235,4099.0394,5023.8831,3366.03005,3254.3301
236,2954.1583,3721.3175,3251.9084499999994,2046.0367
237,2255.8784,3176.2488000000008,1914.449,2015.5037
238,2159.7925000000005,2668.1944,1797.7744,1482.7473
239,1611.7413000000001,2159.78734,1204.9995999999999,1512.6085
240,1876.5433500000001,1620.233,1476.22922,1255.2673
241,1027.39,1218.9571999999998,947.7175,925.1826
242,453.6303,1039.516,686.3222,600.5986
243,1067.5329000000002,1737.2129999999997,835.0899999999999,972.1643999999999
244,1355.7730000000001,2318.2974999999997,1760.54028,1689.3279000000002
245,3024.1684,4325.863,3031.3132,2495.5792
246,4359.418,5332.5492,3830.4535,3028.3776
247,4758.1473000000005,5605.0426,4422.42767,3054.8158
248,3939.6686999999997,5646.669099999999,4930.6041000000005,4422.817
249,3823.536,5827.659099999999,4015.423,4839.401
250,4391.025,5038.0452000000005,3408.1066,3493.16634
251,3590.1322,5424.3685000000005,2913.1797,2708.7050999999997
252,3742.7353899999994,6048.9035,2514.6964,3020.8312
253,3004.831,3519.4359,4051.553,2041.3331
254,3638.0904000000005,4512.1641,3004.275,2503.7092000000002
255,3194.8069,4281.5025000000005,2951.9853999999996,3154.467
256,3751.2679,5535.924,2409.8248000000003,2616.383
257,4362.624,4859.243,3293.6420999999996,3382.3050000000003
258,3833.2250000000004,6155.475,3562.2819999999997,3852.4876
259,4104.625,4504.237800000001,2513.458,3367.0719999999997
260,4061.4233000000004,4869.1313,2582.2595,2506.596
261,3409.2264,3454.6794000000004,2290.0045,2762.421
262,2469.20075,2926.384,1959.2957000000001,1596.29348
263,1806.51755,1809.0194,1563.6598,1416.1339
264,1189.083891,2043.609,1236.9607999999998,1320.8479
265,656.8040100000001,1384.0639999999999,937.175,1091.1198
266,1022.5613999999999,881.8924999999999,909.6123,1142.9035999999999
267,1199.0649999999998,1063.3374999999999,1093.5937000000001,579.4988
268,1186.5944,1974.745,1151.5251,2144.9245
269,2754.764,3643.5899,2555.9129999999996,2331.6656000000003
270,3903.6952,5026.867800000001,2870.3412000000003,4066.889
271,4482.0176,6475.590999999999,4132.5185,4232.6245
272,5006.6798,7476.3679999999995,4121.4921,4047.2117
273,5392.2054,5726.0653,4436.817900000001,4123.2989
274,3305.2165000000005,5787.851000000001,3963.267,3571.518
275,3621.2603,4567.2719,2997.1040999999996,2758.767
276,3163.9536,4785.5432,3059.4782,3777.7601999999997
277,2650.6726000000003,5292.6144,2750.941,3241.7978999999996
278,3369.2419,3797.1232000000005,2291.7439,2382.9752
279,3262.8428999999996,4079.3839000000003,2677.2133,2036.7247000000002
280,3204.2953999999995,5532.3741899999995,2869.5317999999997,2288.1594999999998
281,3774.418,5663.014000000001,3656.6392000000005,2939.8933
282,3698.8540000000003,4951.505,3785.1067000000003,3729.7744
283,3863.1476000000002,4198.2064,3526.4639,3215.7201999999997
284,3796.076,4650.683099999999,3521.41809,2431.316
285,2908.148,3195.5067000000004,2714.7182000000003,2653.7395
286,1838.8820999999998,1967.6069999999997,2130.6237,1218.4789999999998
287,1154.5211,1951.7749000000001,1325.5828000000001,1687.9955999999997
288,1084.02648,2614.9654,1383.6152,1170.0321
289,699.4374,1395.6037999999999,1062.8412,642.465
290,1040.48,1047.9180000000001,901.76,621.84126
291,624.1624400000001,1330.3038999999999,568.33707,616.1222
292,1724.4046,2518.9969,737.2759,1704.387
293,2614.7405000000003,2962.9925,2604.6185,2124.1222
294,3596.1216,3923.0548,3219.77,4422.7877
295,5568.562000000001,6396.4395,4377.0911,5054.754000000001
296,5572.1341,5521.1546,3839.3971,4275.3150000000005
297,5021.109299999999,4667.281,3797.8752999999997,3626.3450000000003
298,4497.3862,4044.9966999999997,4048.1151499999996,2636.445
299,3389.0241,5479.7821,3830.6099999999997,2866.7387000000003
300,2613.8676,4561.5135,3012.6392,2957.1737999999996
301,2624.1,4184.625,2998.8300000000004,2931.6758
302,3358.9565,3455.3252500000003,3171.0480000000002,2554.9619999999995
303,2996.9395,4983.4759,2693.1369,2795.2792999999997
304,3755.5917999999997,4783.563900000001,3154.6608,2763.166
305,3810.5689,4866.7061,3386.7733599999997,2613.9611
306,3818.4521,4748.510000000001,3550.4114999999997,2287.8349999999996
307,3349.395,5226.971,3667.1209999999996,2228.5612
308,2699.3436,3639.6078,2737.2160000000003,2299.921
309,2667.9128,3440.6684999999998,2587.81325,2058.009
310,1937.7197999999999,2219.8469,1864.0393,1809.2074
311,2168.1098,2470.2279999999996,1640.5549999999998,2149.6786999999995
312,1529.2714,2125.0920000000006,1258.7525,2133.8974
313,679.9530000000001,1322.0593,1013.1579999999999,807.05284
314,538.9027,990.1348,805.473,623.914
315,885.3689999999999,1435.6115,669.1600000000001,611.012
316,1704.992,1943.0300000000002,1780.7999,866.1244
317,2455.2273000000005,3454.8172,3223.232,1771.52599
318,3375.3998,4051.8950000000004,3572.7095999999997,3323.8652
319,3569.07032,5472.9171,4982.9596,4186.6476
320,5463.178,6342.135699999999,4142.4713,4879.8240000000005
321,4123.636399999999,5858.5374999999985,4022.1115999999997,4035.97518
322,3085.4266,5150.073999999999,3557.4705999999996,3187.9622
323,2684.3630000000003,4135.3666,3068.428,2846.9815
324,2854.7651,4897.231699999999,3186.8853,3273.9495000000006
325,2324.5129,3915.1758000000004,2301.4177,2661.2155
326,3438.9436000000005,4129.956999999999,3102.9993,2681.7751
327,3481.43466,4247.433000000001,3407.3517,2743.7855
328,3434.7344,5021.2282,3447.6009999999997,2650.7346500000003
329,3721.69,4696.7678,3472.308,3539.197
330,3751.3044999999997,6036.6491000000005,3583.3886,3363.9970000000003
331,3545.2006999999994,4487.8096,3293.1138,2894.0860000000002
332,2091.2169,3723.7697,3524.277,3494.0006
333,2522.4893,2667.8202,3177.6711000000005,2728.5885000000003
334,2000.2442,2689.1612999999998,2189.3004,1601.35
335,1183.1824,2314.7594000000004,2131.6209,1436.5386
336,1169.23336,1980.0084,2299.0446,1732.8263
337,933.9209999999999,819.5147,758.739,809.7429999999999
338,999.68,961.8062,1043.2413999999999,645.6756
339,870.7163,1144.3973999999998,1084.8980999999999,675.07485
340,1802.6015999999997,1635.7005,1108.4896,1512.628
341,3343.2306,4127.049,2823.4113500000003,2037.86
342,3597.7293,4787.3108999999995,3516.4353,3889.099
343,4506.082,7253.331,4777.012000000001,4000.5822000000003
344,4564.526,5732.215999999999,4560.851000000001,4868.0074
345,3790.313,4512.022,4736.439,3741.0319
346,3836.9654,4314.4748,3983.021,3612.497
347,2937.431,3905.8792,3064.279,3433.7477000000003
348,2856.1790499999997,3522.5854999999997,2701.4278999999997,2797.3482999999997
349,2680.8088,3620.7638,2683.1954,3457.1229999999996
350,3024.9273,4248.1342,2903.8254,2705.9390000000003
351,3027.5755,5404.9051,2718.7978,2247.45071
352,2816.14078,5472.3926,3094.4481,3358.716
353,3390.2727000000004,4453.035,3305.1174400000004,2980.9289000000003
354,3842.368,4973.0051,2639.3575,2789.5868
355,3490.9988,5270.725700000001,4302.79716,2196.4373
356,3192.4129999999996,3348.9277999999995,2796.9619000000002,3556.069
357,3362.7862,3020.8632000000002,2891.76598,1856.794
358,2127.223,2493.057,2203.1945,1412.70183
359,1809.7388999999998,2293.4049,1513.4693,1279.5339999999999
360,1965.788,1828.9715,1440.4117,1374.1448
361,1108.2252,1428.6624,999.417,439.1377
362,605.377,1458.4789999999998,1195.0309,689.4187
363,691.9717,2011.2338,1098.5331999999999,946.2858800000001
364,1408.1129999999998,1761.112,1538.996,2000.4745
365,2325.488,3483.2046,2967.8116999999997,3090.3830000000003
366,4606.9931,5645.1963,4363.277,2689.5901
367,5055.281999999999,5775.512500000001,4854.2412,5145.6972000000005
368,5373.4079,6283.019,4024.969,5100.0388
369,4861.8378,5521.990399999999,3638.137,3887.8908
370,3058.9894000000004,5258.5172,3680.7493999999997,3029.7674
371,3480.6695,4116.6759999999995,2644.2947,2284.5445
372,3021.0959,4425.901,3177.4075,2729.6635999999994
373,2421.66621,3708.8832,2703.3250000000003,1986.7830000000001
374,2826.696,4386.8545,2013.1872,2895.672
375,3405.1200999999996,4696.275,3763.684,2484.0276000000003
376,3721.167,4292.096700000001,3337.9168,2634.325
377,5187.456,4020.6723,3586.96,3134.6306
378,4714.1377,5168.9617,3401.8714,2958.2369999999996
379,3892.2841999999996,4378.437800000001,3573.3638,2880.2552
380,3438.2014,4239.3088,3208.6809,2856.6658
381,3273.21,2807.3192,2325.289,2507.5119999999997
382,2007.9950000000003,2770.3181,1849.8594,1797.6649
383,1338.9068,2093.5674,1753.3251,1357.4572
384,1748.4449000000002,1849.4342000000001,1303.5079,1664.637
385,631.0064,1121.0393000000001,813.6723000000001,849.8785
386,609.3946,1204.613,1139.5911,996.4929999999999
387,984.496,921.4309000000001,974.6681,1554.72315
388,1300.4746,1669.6335600000002,1629.275,1698.9956
389,2665.2207,3681.3674,2295.608,3038.7403
390,3876.7093999999997,5453.058,3986.8003000000003,4308.6409
391,4489.142,5577.593999999999,4808.7647,4505.6781
392,4690.1037,6133.6533,5904.716,4463.6132
393,3967.1877999999997,4974.9295,5177.008000000001,3793.6608499999998
394,4099.2221,4325.493699999999,3716.4210000000003,3550.477
395,3544.9903,3906.3405000000002,3435.9953999999993,3626.152
396,3499.785,4581.3366000000005,3165.589,2592.8906
397,3156.77,3503.3908,2366.1499999999996,2823.1159
398,3301.9606000000003,5217.8169,3464.3725,2374.6306999999997
399,3075.64272,3830.46,3094.2052999999996,2383.1443
400,3071.6384,4148.9736,3543.336,3464.932
401,3625.1259999999997,5232.114700000001,3970.294,3089.3184
402,4345.764,4958.0317,3702.1691,3799.273
403,3706.9213,3614.2335000000003,3565.5177000000003,3244.3810000000003
404,3378.2176,3580.91303,2830.9357,2721.2169999999996
405,2337.8829,3183.812,1887.3288000000002,2423.8426
406,3266.82509,2324.5438000000004,2011.56,2175.8109
407,2090.6862,1982.8973999999998,1187.3327,1538.769
408,1627.2105,1639.7966000000001,1728.2609000000002,1539.9788
409,1028.1634000000001,810.8051,737.8729999999999,696.79
410,1028.8249,1091.6936,829.5841000000001,584.4483
411,867.3291999999999,1312.3505,1048.9335999999998,776.0540000000001
412,2365.0131,1844.385,1379.386,1394.2322
413,3456.7479999999996,2752.0420000000004,2168.9159,1714.098
414,4398.3385,4938.686,3206.7468,3669.77
415,4438.731000000001,5122.594,4694.168,3671.2980000000002
416,4862.2902,7039.9051,4833.158,3968.6706
417,4216.96,6187.678,3853.6009999999997,3494.6252
418,3513.4032,4664.855100000001,3663.3204,3324.4386000000004
419,3244.505,4671.6194,3665.9401,2769.8509999999997
420,3292.9561,4186.688,3422.5303999999996,2775.8157
421,2825.1465,4008.6814000000004,2377.3336,1759.5686
422,2965.7266,5060.01014,3142.6272000000004,2327.6967
423,2937.9258,4490.1088,4034.2607000000003,2903.7357999999995
424,3150.0762000000004,5271.0439,4044.8232000000003,3529.587
425,4117.810100000001,5096.188999999999,3432.9867,4040.0950000000003
426,3528.2036000000003,4460.5317000000005,3032.3262,3322.3858999999998
427,3673.3305,4772.98,2859.3347000000003,2457.98
428,2957.5477,3841.5395700000004,2736.8158000000003,2219.1825
429,2533.695,3555.8057,2013.4108999999999,2293.4914000000003
430,1723.6502,2595.4413999999997,2029.9495000000002,2280.8366
431,1423.959,1790.25,1232.6299000000001,1582.8870000000002
432,1545.003,1786.6294,1368.5683,1866.7419
433,1255.358,843.4294,934.2344,844.9674
434,557.381,1396.2735,922.374,786.3748
435,873.035,1236.9687,1030.0259999999998,615.2887599999999
436,1302.042,1632.2809,1725.0004,732.5033
437,2743.1846,3551.6236000000004,2795.2668,3002.089
438,4081.8424,5618.406000000001,4391.248,2874.178
439,4029.209,7210.7323,4206.757500000001,3654.3107
440,4874.217,5924.713000000001,6489.903499999999,3717.2261
441,4629.051700000001,5576.081000000001,4464.074600000001,3207.5487000000003
442,3956.0456,5035.986000000001,3453.0074000000004,2429.7753000000002
443,2920.7111,3674.7974,2827.901,2514.9886699999997
444,3135.8,4409.573999999999,3157.5335999999998,2248.8116
445,3147.7255000000005,4170.9654,3607.4865999999997,2141.098
446,4160.184200000001,4653.806999999999,3589.1381,2764.683
447,3183.407,4576.425,2703.6774000000005,4183.8279999999995
448,3263.8395,4978.911,3111.0308,3854.1443999999997
449,3439.7249,5922.165400000001,4025.4635,3077.7884
450,3659.631,4591.564,3219.2720000000004,2682.7889999999998
451,3267.5296,5388.7157,3656.936,2884.8386299999997
452,3513.4739999999993,4243.510300000001,3642.2704,3047.8678
453,2340.4773999999998,3680.418,2749.4755999999998,2727.8939
454,2013.9895,3268.4177,1368.8139999999999,1658.4075
455,1972.3909,1539.1410999999998,1645.7276000000002,1123.6816000000001
456,1764.8552999999997,1893.8236,1641.2254,1001.8812
457,1116.5061999999998,985.0705,956.9653999999999,859.9970000000001
458,605.3122000000001,1318.82,642.9842,545.002
459,856.6738,1891.0614,1250.6318,719.0539
460,1575.6287,2182.73,2075.6198999999997,1357.5884
461,2255.8118,3837.0299999999997,3521.1745,2620.1652
462,4001.426,6068.8526999999995,3914.61,3229.3994000000002
463,4646.6720000000005,5414.210800000002,4810.4039999999995,4065.8373
464,5213.9259999999995,5562.6753,4805.933300000001,3335.4897
465,5288.113,4881.0844,4470.379,3610.8931000000002
466,4113.0507,4416.274079999999,3413.0932000000003,3582.0899999999997
467,4182.1939,3290.9230000000002,2797.3137,3632.1699999999996
468,3630.7488000000003,3309.226,3460.0505000000003,3561.5721000000003
469,2764.384,4249.128000000001,2812.273,3327.6528900000003
470,3453.4425,4490.3552,3041.5029999999997,2297.5392
471,2882.36628,4435.6402,3182.1404,2803.865
472,4158.409900000001,4781.616599999999,3275.888,2929.9100000000003
473,3801.0150000000003,4593.8601,3796.88688,3070.1704999999997
474,3449.7596,4386.946000000001,3951.2744,2961.2000000000003
475,3284.116,4867.7703,3485.4676,2560.9753
476,2782.6234999999997,3724.0482,3031.5669000000003,3281.1573
477,3063.0249999999996,2599.5598,1978.4035999999996,2160.1221
478,2203.739,2511.1903,1738.5361999999998,2461.88074
479,1454.0377,1476.0316699999998,1389.7501,1178.1341
480,2132.8613,1935.95873,1816.8137000000002,1215.284
481,780.9048999999999,886.4109,985.065,929.1139999999999
482,900.3503,1115.5344,479.2212,626.9408
