PLC1,PLC2,PLC3,PLC4,PLC5,PLC6,PLC7,PLC8,PLC9,scada
14.23972092,4.613175298,11.07260256,8.128266119,7.112143035,14.85580728,3.766769773,11.92157224,9.666322031,3.067014259
