iteration,timestamps,TANK_LEVEL,RESERVOIR_LEVEL,J421,J332,J156,J39,J269,J273,J280,J285,FLOW_PUMP1,FLOW_PUMP2,STATUS_PUMP1,STATUS_PUMP2,Attack#01,Attack#02
386,2020-08-17 19:12:52.086310,2.7347276740286333,59.0,40.54130415230068,22.18105744513465,36.74201123574919,28.716587735929416,36.91396550242729,36.919348181111715,2.977057395694885,2.973014391132452,0.0926307266788032,0.09264857308445613,1,1,0,0
387,2020-08-17 19:12:52.714393,2.7977239108650878,59.0,40.59794971801246,22.240874261155902,36.77667291741169,28.777954678083923,36.94861152697021,36.95398715612738,2.9770874451172915,2.9730497355096617,0.09256519831006974,0.09258302584538608,1,1,0,0
388,2020-08-17 19:12:53.332858,2.860566832282828,59.0,40.882529339098284,22.880013512378916,37.17752886132885,28.97583747627582,37.34928679811928,37.35458108036477,2.9774341954914547,2.973457586184786,0.09180616361363728,0.09182377305064941,1,1,0,0
389,2020-08-17 19:12:53.944062,2.935196616474798,59.0,40.94930136902606,22.950617100412394,37.218298490553636,29.048246034922336,37.390038093019356,37.39532412033208,2.977469383050206,2.9734989740882725,0.09172883928332468,0.09174642655217462,1,1,0,0
390,2020-08-17 19:12:54.555656,3.0096454865876723,59.0,41.015916356155515,23.021052301617324,37.25897960018884,29.120482415670786,37.430700915752325,37.43597870948312,2.9775044795946357,2.973540254940694,0.09165165959138064,0.09166922474275742,1,1,0,0
391,2020-08-17 19:12:55.191868,3.083913781039513,59.0,41.08237457735589,23.091319422678204,37.29957231714792,29.19254692933969,37.47127539313051,37.47654497458467,2.9775394853188644,2.973581428970384,0.0915746244150921,0.09159216749960167,1,1,0,0
392,2020-08-17 19:12:55.811101,3.158001837961237,59.0,39.13150823000568,22.755973576254654,36.11464209686186,28.81103110783618,36.28688069728014,36.29239139547157,2.9765116972854884,2.972372536279778,0.09381393021185201,0.09383211848179375,1,1,0,0
393,2020-08-17 19:12:56.412697,3.1752978788396717,59.0,39.14767803727257,22.772703923111884,36.124464009360494,28.828174376856516,36.29669814460914,36.30220683238716,2.9765202669196213,2.972382615950913,0.09379544756646484,0.09381363047969869,1,1,0,0
394,2020-08-17 19:12:57.060348,3.1925506762009093,59.0,39.1638078634748,22.78939271480032,36.134262052374226,28.845275087638534,36.30649173373797,36.311998416183414,2.9765288148958646,2.9723926701479115,0.09377700853982601,0.09379518610951439,1,1,0,0
395,2020-08-17 19:12:57.689907,3.2097603320995773,59.0,39.1798978009805,22.80604004822495,36.14403627905601,28.86233333930665,36.31626151779234,36.321766199973766,2.9765373412665284,2.9724026989322994,0.0937586130409374,0.09377678528021265,1,1,0,0
396,2020-08-17 19:12:58.334663,3.2269269483773684,59.0,38.26940407871564,28.591494250462596,36.12306158815595,28.873935293684845,36.29529636093699,36.30080533575979,2.9765190433559923,2.9723811767857455,0.09379808668964477,0.093816270367727,1,1,0,0
397,2020-08-17 19:12:58.956266,3.2424419928318144,59.0,38.2842180747198,28.606657133094423,36.13199178399442,28.889323713354962,36.30422249731288,36.30972964438918,2.976526834349798,2.9723903406140195,0.09378128109406791,0.09379945990187664,1,1,0,0
398,2020-08-17 19:12:59.612750,3.257917717533175,59.0,38.2989949570115,28.621781820847694,36.14089993872352,28.904673390531137,36.31312660295704,36.3186319269593,2.9765346054266075,2.972399481015813,0.09376451590384048,0.09378268985351568,1,1,0,0
399,2020-08-17 19:13:00.235864,3.2733542170176264,59.0,38.31373481287331,28.636868404543783,36.149786102556604,28.91998441723026,36.32200872805744,36.327512233646615,2.9765423566352283,2.972408598048517,0.0937477910320825,0.09376596013573589,1,1,0,0
400,2020-08-17 19:13:00.870023,3.2887515856180727,59.0,39.00035840194059,31.223104395847635,36.75244175774999,29.377759269652095,36.924391312253434,36.92977186930864,2.977066439384366,2.9730250283941686,0.09261100938347427,0.09262885011040263,1,1,0,0
401,2020-08-17 19:13:01.516965,3.3612177574264024,59.0,39.067667283896554,31.293048436195782,36.79305533905328,29.448074273650427,36.96498655037145,36.97035884851361,2.9771016439517055,2.9730664362954045,0.0925342213491726,0.09255203996629233,1,1,0,0
402,2020-08-17 19:13:02.172144,3.433504269804331,59.0,39.134815899724416,31.362822630279346,36.83357914734698,29.51821827392488,37.005492063525224,37.01085612438564,2.9771367563092497,2.973107735739461,0.09245758032141431,0.09247537688010792,1,1,0,0
403,2020-08-17 19:13:02.789213,3.505611466710718,59.0,39.20180453321498,31.43242729095494,36.87401331298638,29.58819158644544,37.045907981966806,37.051263827130256,2.977171776655169,2.973148926959432,0.09238108617226705,0.09239886072383181,1,1,0,0
404,2020-08-17 19:13:03.397336,3.5775396918050575,59.0,39.154222885388876,30.731751182919616,36.47599225811791,29.411073457146166,36.648066870951524,36.653503734773054,2.9768264252053456,2.9727427217655418,0.09313308867125371,0.09315107996248416,1,1,0,0
405,2020-08-17 19:13:04.037556,3.624922809034331,59.0,39.19849937188148,30.777784379319947,36.50284681791,29.45746820629079,36.67490926723225,36.680340654507205,2.976849769634015,2.9727701796708104,0.09308241938951853,0.09310039604970324,1,1,0,0
406,2020-08-17 19:13:04.677265,3.672187376308216,59.0,39.242668155316565,30.82370388679478,36.52963912293819,29.503748608084884,36.70168944020833,36.70711536510065,2.9768730536854164,2.9727975665601747,0.09303185773539185,0.09304981979953834,1,1,0,0
407,2020-08-17 19:13:05.335881,3.719333645445573,59.0,39.286729452351736,30.86950994136921,36.55636928477209,29.54991489877262,36.72840750137766,36.73382797801902,2.976896277497147,2.972824882595475,0.09298140355761658,0.09299935106066476,1,1,0,0
408,2020-08-17 19:13:06.101392,3.766361867911357,59.0,38.89385273828427,29.180964754508146,36.33805593413673,29.41517074214486,36.51019307540747,36.515658092269334,2.976706419507771,2.9726015701013964,0.09339319224181658,0.09341125870146046,1,1,0,0
409,2020-08-17 19:13:06.732947,3.782427114801891,59.0,38.909150023992396,29.196660913463724,36.34731371423169,29.431100554292406,36.519446656125325,36.52490978224405,2.9767144790276916,2.972611049773107,0.0933757431629432,0.09339380457665845,1,1,0,0
410,2020-08-17 19:13:07.352663,3.7984515364055795,59.0,38.924408888606536,29.212317432505905,36.35654860434735,29.44699015959258,36.528677357633384,36.53413859785783,2.9767225178786134,2.9726205051338184,0.09335833606487548,0.09337639244526717,1,1,0,0
411,2020-08-17 19:13:07.981711,3.8144352309446674,59.0,38.93962942250859,29.22793440592981,36.365760656558635,29.462839653568842,36.53788523198013,36.54334459114723,2.9767305361112335,2.9726299362431448,0.09334097085770832,0.09335902221735222,1,1,0,0
412,2020-08-17 19:13:08.623348,3.8303782964310784,59.0,38.930803061005506,29.1752959364838,36.10856031033322,29.457108825295485,36.28080167582907,36.286313618978525,2.9765063904987485,2.9723662943954565,0.09382537412256706,0.09384356570948674,1,1,0,0
413,2020-08-17 19:13:09.248564,3.8377049806158965,59.0,38.93780858823956,29.18248271133323,36.112815052139766,29.46440367753234,36.285054483204405,36.290565555388895,2.9765101030940215,2.9723706611792338,0.09381736815820693,0.09383555742460446,1,1,0,0
414,2020-08-17 19:13:09.859604,3.845012933387835,59.0,38.94479630952539,29.189651173861883,36.11705905694774,29.471679946893893,36.28929655854408,36.29480676199812,2.976513806164398,2.972375016759756,0.09380938215369872,0.09382756910545713,1,1,0,0
