iteration,timestamp,T5,T7
1,2020-09-01 12:50:30.874135,1.0,2.5
2,2020-09-01 12:50:31.756177,1.0,2.5
3,2020-09-01 12:50:32.630899,1.0,2.5
4,2020-09-01 12:50:33.418551,1.0,2.5
5,2020-09-01 12:50:34.270913,1.0,2.381394624710083
6,2020-09-01 12:50:35.130638,3.2082934379577637,2.381394624710083
7,2020-09-01 12:50:35.985422,3.2082934379577637,2.381394624710083
8,2020-09-01 12:50:36.871200,3.2500128746032715,2.2394440174102783
9,2020-09-01 12:50:37.841666,3.2500128746032715,2.2394440174102783
10,2020-09-01 12:50:38.695473,3.2500128746032715,2.097886323928833
11,2020-09-01 12:50:39.550304,3.291722059249878,2.097886323928833
12,2020-09-01 12:50:40.384574,3.291722059249878,2.097886323928833
13,2020-09-01 12:50:41.168981,3.3272013664245605,2.1197283267974854
14,2020-09-01 12:50:42.059518,3.3272013664245605,2.1197283267974854
15,2020-09-01 12:50:42.899633,3.3272013664245605,2.1415679454803467
16,2020-09-01 12:50:43.724429,3.3626677989959717,2.1415679454803467
17,2020-09-01 12:50:44.618374,3.3626677989959717,2.1415679454803467
18,2020-09-01 12:50:45.563158,3.3626677989959717,2.163405179977417
19,2020-09-01 12:50:46.456305,3.3981213569641113,2.163405179977417
20,2020-09-01 12:50:47.279949,3.3981213569641113,2.163405179977417
21,2020-09-01 12:50:48.144171,3.3981213569641113,2.163405179977417
22,2020-09-01 12:50:49.079179,3.4335620403289795,2.1852402687072754
23,2020-09-01 12:50:50.039269,3.4335620403289795,2.1852402687072754
24,2020-09-01 12:50:50.994493,3.4335620403289795,2.2070727348327637
25,2020-09-01 12:50:51.995232,3.4689900875091553,2.2070727348327637
26,2020-09-01 12:50:52.871026,3.4689900875091553,2.2070727348327637
27,2020-09-01 12:50:53.958849,3.4689900875091553,2.228902816772461
28,2020-09-01 12:50:55.023726,3.5044050216674805,2.228902816772461
29,2020-09-01 12:50:56.100864,3.5044050216674805,2.228902816772461
30,2020-09-01 12:50:57.144516,3.539807081222534,2.250730514526367
31,2020-09-01 12:50:58.126828,3.539807081222534,2.250730514526367
32,2020-09-01 12:50:58.986231,3.539807081222534,2.250730514526367
33,2020-09-01 12:50:59.979188,3.5751965045928955,2.2725558280944824
34,2020-09-01 12:51:00.911604,3.5751965045928955,2.2725558280944824
35,2020-09-01 12:51:01.872835,3.5751965045928955,2.2725558280944824
36,2020-09-01 12:51:02.745142,3.6105730533599854,2.2943787574768066
37,2020-09-01 12:51:03.725011,3.6105730533599854,2.2943787574768066
38,2020-09-01 12:51:04.589923,3.6105730533599854,2.31619930267334
39,2020-09-01 12:51:05.416363,3.6459364891052246,2.31619930267334
40,2020-09-01 12:51:06.283425,3.6459364891052246,2.31619930267334
41,2020-09-01 12:51:07.227701,3.6459364891052246,2.3418519496917725
42,2020-09-01 12:51:08.117878,3.682724952697754,2.3418519496917725
43,2020-09-01 12:51:09.027502,3.682724952697754,2.3418519496917725
44,2020-09-01 12:51:09.873518,3.682724952697754,2.367492437362671
45,2020-09-01 12:51:10.799081,3.71950101852417,2.367492437362671
46,2020-09-01 12:51:11.715423,3.71950101852417,2.367492437362671
47,2020-09-01 12:51:12.650804,3.71950101852417,2.393120765686035
48,2020-09-01 12:51:13.489309,3.7562649250030518,2.393120765686035
49,2020-09-01 12:51:14.325351,3.7562649250030518,2.393120765686035
50,2020-09-01 12:51:15.247560,3.7562649250030518,2.418736696243286
51,2020-09-01 12:51:16.155270,3.7930166721343994,2.418736696243286
52,2020-09-01 12:51:17.097733,3.7930166721343994,2.418736696243286
53,2020-09-01 12:51:17.968379,3.7930166721343994,2.444340705871582
54,2020-09-01 12:51:19.035640,3.829756021499634,2.444340705871582
55,2020-09-01 12:51:19.996383,3.829756021499634,2.444340705871582
56,2020-09-01 12:51:20.838769,3.866483449935913,2.469932794570923
57,2020-09-01 12:51:21.763011,3.866483449935913,2.469932794570923
58,2020-09-01 12:51:22.795097,3.866483449935913,2.469932794570923
59,2020-09-01 12:51:23.600527,3.903198480606079,2.4955127239227295
60,2020-09-01 12:51:24.523140,3.903198480606079,2.4955127239227295
61,2020-09-01 12:51:25.366464,3.93990159034729,2.521080732345581
62,2020-09-01 12:51:26.306864,3.93990159034729,2.521080732345581
63,2020-09-01 12:51:27.195975,3.93990159034729,2.521080732345581
64,2020-09-01 12:51:28.021174,3.9765923023223877,2.5466368198394775
65,2020-09-01 12:51:28.981509,3.9765923023223877,2.5466368198394775
66,2020-09-01 12:51:29.866847,3.9765923023223877,2.5466368198394775
67,2020-09-01 12:51:30.731083,3.9765923023223877,2.572180986404419
68,2020-09-01 12:51:31.534115,4.013270854949951,2.572180986404419
69,2020-09-01 12:51:32.442516,4.013270854949951,2.572180986404419
70,2020-09-01 12:51:33.307339,4.0499372482299805,2.5977134704589844
71,2020-09-01 12:51:34.126293,4.0499372482299805,2.5977134704589844
72,2020-09-01 12:51:34.948479,4.0499372482299805,2.5977134704589844
73,2020-09-01 12:51:35.876489,4.0865912437438965,2.6232340335845947
74,2020-09-01 12:51:36.790452,4.0865912437438965,2.6232340335845947
75,2020-09-01 12:51:37.699422,4.0865912437438965,2.6475605964660645
76,2020-09-01 12:51:38.628381,4.1292243003845215,2.6475605964660645
77,2020-09-01 12:51:39.452784,4.1292243003845215,2.6475605964660645
78,2020-09-01 12:51:40.318475,4.171839714050293,2.6718802452087402
79,2020-09-01 12:51:41.202308,4.171839714050293,2.6718802452087402
80,2020-09-01 12:51:42.146368,4.171839714050293,2.6718802452087402
