Timestamps,T1_LEVEL,T2_LEVEL,T0_LEVEL,P_RAW1_FLOW,P_RAW1_STATUS,P_RAW2_FLOW,P_RAW2_STATUS,P_B2_FLOW,P_B2_STATUS,P_B1_FLOW,P_B1_STATUS,V_Gi_G_FLOW,V_Gi_G_STATUS,V_Gi_B_FLOW,V_Gi_B_STATUS,V_SWaT_FLOW,V_SWaT_STATUS,V_PUB_FLOW,V_PUB_STATUS,V_ER2i_FLOW,V_ER2i_STATUS,V_ER2o_FLOW,V_ER2o_STATUS,V_ER1i_FLOW,V_ER1i_STATUS,V_ER1o_FLOW,V_ER1o_STATUS,FCV_ER_FLOW,FCV_ER_STATUS,FCV_RWin_FLOW,FCV_RWin_STATUS,Attack#01,Attack#02
2020-07-16 11:02:48.658948,0.32128829999999997,0.17512516044009985,0.5380711974762764,0,0,0,0,0,0,0,0,1.4756991434390755e-05,1,0,0,0.0,0,0.0,0,0,0,1.4756991434390755e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-07-16 11:02:48.946749,0.32128829999999997,0.17478066612421683,0.5380711974762764,0,0,0,0,0,0,0,0,1.4704064897705723e-05,1,0,0,0.0,0,0.0,0,0,0,1.4704064897705723e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-07-16 11:02:49.248137,0.32128829999999997,0.17443740735089874,0.5380711974762764,0,0,0,0,0,0,0,0,1.462219249192888e-05,1,0,0,0.0,0,0.0,0,0,0,1.462219249192888e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-07-16 11:02:49.764304,0.32128829999999997,0.17409605984645582,0.5380711974762764,0,0,0,0,0,0,0,0,1.461462924742547e-05,1,0,0,0.0,0,0.0,0,0,0,1.461462924742547e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-07-16 11:02:50.133481,0.32128829999999997,0.1737548889020355,0.5380711974762764,0,0,0,0,0,0,0,0,1.4603444441949962e-05,1,0,0,0.0,0,0.0,0,0,0,1.460344444194996e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-07-16 11:02:50.443685,0.32128829999999997,0.17341397906110134,0.5380711974762764,0,0,0,0,0,0,0,0,1.4588506823945786e-05,1,0,0,0.0,0,0.0,0,0,0,1.4588506823945784e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-07-16 11:02:50.740562,0.32128829999999997,0.17307341793111664,0.5380711974762764,0,0,0,0,0,0,0,0,1.4444297357289165e-05,1,0,0,0.0,0,0.0,0,0,0,1.4444297357289163e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-07-16 11:02:51.071740,0.32128829999999997,0.17273622329638139,0.5380711974762764,0,0,0,0,0,0,0,0,1.4243158398534338e-05,1,0,0,0.0,0,0.0,0,0,0,1.4243158398534338e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-07-16 11:02:51.388692,0.32128829999999997,0.17240372414637983,0.5380711974762764,0,0,0,0,0,0,0,0,1.4076391465781463e-05,1,0,0,0.0,0,0.0,0,0,0,1.4076391465781463e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-07-16 11:02:51.706692,0.32128829999999997,0.17207511808398124,0.5380711974762764,0,0,0,0,0,0,0,0,1.393290378246153e-05,1,0,0,0.0,0,0.0,0,0,0,1.3932903782461528e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-07-16 11:02:52.041308,0.32128829999999997,0.1717498616671742,0.5380711974762764,0,0,0,0,0,0,0,0,1.3802183534623637e-05,1,0,0,0.0,0,0.0,0,0,0,1.3802183534623637e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-07-16 11:02:52.396438,0.32128829999999997,0.17142765684679517,0.5380711974762764,0,0,0,0,0,0,0,0,1.3584563608765545e-05,1,0,0,0.0,0,0.0,0,0,0,1.3584563608765545e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-07-16 11:02:52.835521,0.32128829999999997,0.171110532250784,0.5380711974762764,0,0,0,0,0,0,0,0,1.3585464300342957e-05,1,0,0,0.0,0,0.0,0,0,0,1.3585464300342957e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-07-16 11:02:53.264018,0.32128829999999997,0.1707933866285949,0.5380711974762764,0,0,0,0,0,0,0,0,1.355499256039962e-05,1,0,0,0.0,0,0.0,0,0,0,1.355499256039962e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-07-16 11:02:53.511986,0.32128829999999997,0.17047695235338,0.5380711974762764,0,0,0,0,0,0,0,0,1.3546597157415414e-05,1,0,0,0.0,0,0.0,0,0,0,1.3546597157415414e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-07-16 11:02:53.950543,0.32128829999999997,0.17016071406449607,0.5380711974762764,0,0,0,0,0,0,0,0,1.3537603398738014e-05,1,0,0,0.0,0,0.0,0,0,0,1.3537603398738014e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-07-16 11:02:54.433720,0.32128829999999997,0.1698446857302467,0.5380711974762764,0,0,0,0,0,0,0,0,1.3448621700424859e-05,1,0,0,0.0,0,0.0,0,0,0,1.3448621700424859e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-07-16 11:02:54.774194,0.32128829999999997,0.16953073462762158,0.5380711974762764,0,0,0,0,0,0,0,0,1.3283511504975149e-05,1,0,0,0.0,0,0.0,0,0,0,1.328351150497515e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-07-16 11:02:55.080525,0.32128829999999997,0.16922063793692588,0.5380711974762764,0,0,0,0,0,0,0,0,1.3161415807679753e-05,1,0,0,0.0,0,0.0,0,0,0,1.3161415807679754e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-07-16 11:02:55.448417,0.32128829999999997,0.16891339150699625,0.5380711974762764,0,0,0,0,0,0,0,0,1.3065963209011413e-05,1,0,0,0.0,0,0.0,0,0,0,1.3065963209011413e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-07-16 11:02:55.845430,0.32128829999999997,0.16860837336850554,0.5380711974762764,0,0,0,0,0,0,0,0,1.2936920308686392e-05,1,0,0,0.0,0,0.0,0,0,0,1.2936920308686392e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-07-16 11:02:56.226484,0.32128829999999997,0.1683063676696348,0.5380711974762764,0,0,0,0,0,0,0,0,1.2872947909405842e-05,1,0,0,0.0,0,0.0,0,0,0,1.2872947909405842e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-07-16 11:02:56.602678,0.32128829999999997,0.16800585537326573,0.5380711974762764,0,0,0,0,0,0,0,0,1.2840502976409927e-05,1,0,0,0.0,0,0.0,0,0,0,1.2840502976409927e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-07-16 11:02:56.880973,0.32128829999999997,0.16770610048703993,0.5380711974762764,0,0,0,0,0,0,0,0,1.2812593263107303e-05,1,0,0,0.0,0,0.0,0,0,0,1.2812593263107303e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-07-16 11:02:57.195793,0.32128829999999997,0.1674069971386043,0.5380711974762764,0,0,0,0,0,0,0,0,1.0296828957071654e-05,1,0,0,0.0,0,0.0,0,0,0,1.0296828957071654e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-07-16 11:02:57.579202,0.32128829999999997,0.16716662300386953,0.5380711974762764,0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0.0,0,0,0,0.0,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-07-16 11:02:57.831597,0.32128829999999997,0.16716662300386953,0.5380711974762764,0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0.0,0,0,0,0.0,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-07-16 11:02:58.101137,0.32128829999999997,0.16716662300386953,0.5380711974762764,0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0.0,0,0,0,0.0,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:02:58.360390,0.32128829999999997,0.16716662300386953,0.5380711974762764,0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0.0,0,0,0,0.0,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:02:58.780121,0.32128829999999997,0.16716662300386953,0.5380711974762764,0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0.0,0,0,0,0.0,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:02:59.068640,0.32128829999999997,0.16716662300386953,0.5380711974762764,0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0.0,0,0,0,0.0,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:02:59.311223,0.32128829999999997,0.16716662300386953,0.5380711974762764,0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0.0,0,0,0,0.0,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:02:59.670823,0.32128829999999997,0.16716662300386953,0.5380711974762764,0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0.0,0,0,0,0.0,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:03:00.018641,0.32128829999999997,0.16716662300386953,0.5380711974762764,0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0.0,0,0,0,0.0,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:03:00.529304,0.32128829999999997,0.16716662300386953,0.5380711974762764,0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0.0,0,0,0,0.0,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:03:00.921979,0.32128829999999997,0.16716662300386953,0.5380711974762764,0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0.0,0,0,0,0.0,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:03:01.419085,0.32128829999999997,0.16716662300386953,0.5380711974762764,0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0.0,0,0,0,0.0,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:03:01.784587,0.32128829999999997,0.16716662300386953,0.5380711974762764,0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0.0,0,0,0,0.0,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:03:02.148904,0.32128829999999997,0.16716662300386953,0.5380711974762764,0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0.0,0,0,0,0.0,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:03:02.459430,0.32128829999999997,0.16716662300386953,0.5380711974762764,0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0.0,0,0,0,0.0,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:03:02.744005,0.32128829999999997,0.16716662300386953,0.5380711974762764,0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0.0,0,0,0,0.0,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:03:03.102284,0.32128829999999997,0.16716662300386953,0.5380711974762764,0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0.0,0,0,0,0.0,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:03:03.451381,0.32128829999999997,0.16716662300386953,0.5380711974762764,0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0.0,0,0,0,0.0,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:03:03.960176,0.32128829999999997,0.16716662300386953,0.5380711974762764,0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0.0,0,0,0,0.0,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:03:04.343636,0.32128829999999997,0.16716662300386953,0.5380711974762764,0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0.0,0,0,0,0.0,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:03:04.675632,0.32128829999999997,0.16716662300386953,0.5380711974762764,0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0.0,0,0,0,0.0,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:03:04.917096,0.32128829999999997,0.16716662300386953,0.5380711974762764,0,0,0,0,0,0,0,0,2.53074359903514e-05,1,0,0,0.0,0,0.0,0,0,0,2.53074359903514e-05,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:03:05.396627,0.32128829999999997,0.16657583402855503,0.5380711974762764,0,0,0,0,0,0,0,0,2.0868868860753206e-05,1,0,0,0.0,0,0.0,0,0,0,2.086886886075321e-05,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:03:05.699736,0.32128829999999997,0.1660886611021899,0.5380711974762764,0,0,0,0,0,0,0,0,1.952036469013441e-05,1,0,0,0.0,0,0.0,0,0,0,1.9520364690134414e-05,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:03:06.007822,0.32128829999999997,0.16563296830670304,0.5380711974762764,0,0,0,0,0,0,0,0,1.9307351794693186e-05,1,0,0,0.0,0,0.0,0,0,0,1.9307351794693186e-05,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:03:06.333156,0.32128829999999997,0.1651822481868468,0.5380711974762764,0,0,0,0,0,0,0,0,1.9163860809790747e-05,1,0,0,0.0,0,0.0,0,0,0,1.9163860809790747e-05,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:03:06.750766,0.32128829999999997,0.164734877789656,0.5380711974762764,0,0,0,0,0,0,0,0,1.9086268314309437e-05,1,0,0,0.0,0,0.0,0,0,0,1.9086268314309437e-05,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:03:06.980757,0.32128829999999997,0.16428931874905284,0.5380711974762764,0,0,0,0,0,0,0,0,1.8944309476349997e-05,1,0,0,0.0,0,0.0,0,0,0,1.8944309476349997e-05,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:03:07.264498,0.32128829999999997,0.1638470736639388,0.5380711974762764,0,0,0,0,0,0,0,0,1.8931543621208882e-05,1,0,0,0.0,0,0.0,0,0,0,1.8931543621208882e-05,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:03:07.660528,0.32128829999999997,0.16340512659109585,0.5380711974762764,0,0,0,0,0,0,0,0,1.879149558874137e-05,1,0,0,0.0,0,0.0,0,0,0,1.879149558874137e-05,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:03:07.997580,0.32128829999999997,0.1629664488669782,0.5380711974762764,0,0,0,0,0,0,0,0,1.8791184901689232e-05,1,0,0,0.0,0,0.0,0,0,0,1.8791184901689232e-05,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:03:08.499457,0.32128829999999997,0.16252777839568888,0.5380711974762764,0,0,0,0,0,0,0,0,1.876175508173658e-05,1,0,0,0.0,0,0.0,0,0,0,1.876175508173658e-05,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:03:08.892104,0.32128829999999997,0.16208979494829157,0.5380711974762764,0,0,0,0,0,0,0,0,1.8745625262129894e-05,1,0,0,0.0,0,0.0,0,0,0,1.8745625262129894e-05,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:03:09.220530,0.32128829999999997,0.16165218804317227,0.5380711974762764,0,0,0,0,0,0,0,0,1.872990642258072e-05,1,0,0,0.0,0,0.0,0,0,0,1.872990642258072e-05,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:03:09.553604,0.32128829999999997,0.1612149480862144,0.5380711974762764,0,0,0,0,0,0,0,0,1.8684680344930938e-05,1,0,0,0.0,0,0.0,0,0,0,1.8684680344930938e-05,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:03:09.958173,0.32128829999999997,0.1607787639085969,0.5380711974762764,0,0,0,0,0,0,0,0,1.8584944542212694e-05,1,0,0,0.0,0,0.0,0,0,0,1.8584944542212694e-05,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:03:10.352931,0.32128829999999997,0.16034490801159662,0.5380711974762764,0,0,0,0,0,0,0,0,1.8391655528476652e-05,1,0,0,0.0,0,0.0,0,0,0,1.8391655528476652e-05,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:03:10.734144,0.32128829999999997,0.1599155643464325,0.5380711974762764,0,0,0,0,0,0,0,0,1.830248453864781e-05,1,0,0,0.0,0,0.0,0,0,0,1.830248453864781e-05,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:03:11.096550,0.32128829999999997,0.15948830233180478,0.5380711974762764,0,0,0,0,0,0,0,0,1.8060533693227686e-05,1,0,0,0.0,0,0.0,0,0,0,1.8060533693227686e-05,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:03:11.454972,0.32128829999999997,0.15906668853425043,0.5380711974762764,0,0,0,0,0,0,0,0,1.8004301771413433e-05,1,0,0,0.0,0,0.0,0,0,0,1.8004301771413433e-05,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:03:11.827292,0.32128829999999997,0.15864638744176363,0.5380711974762764,0,0,0,0,0,0,0,0,1.7801553309890433e-05,1,0,0,0.0,0,0.0,0,0,0,1.7801553309890433e-05,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:03:12.157411,0.32128829999999997,0.1582308194070181,0.5380711974762764,0,0,0,0,0,0,0,0,1.7621565436548003e-05,1,0,0,0.0,0,0.0,0,0,0,1.7621565436548006e-05,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:03:12.529580,0.32128829999999997,0.15781945309588075,0.5380711974762764,0,0,0,0,0,0,0,0,1.7330973940234212e-05,1,0,0,0.0,0,0.0,0,0,0,1.7330973940234212e-05,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:03:13.006462,0.32128829999999997,0.15741487049259928,0.5380711974762764,0,0,0,0,0,0,0,0,1.7286262156416648e-05,1,0,0,0.0,0,0.0,0,0,0,1.7286262156416648e-05,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:03:13.359558,0.32128829999999997,0.15701133166273507,0.5380711974762764,0,0,0,0,0,0,0,0,1.7084971101489987e-05,1,0,0,0.0,0,0.0,0,0,0,1.7084971101489987e-05,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:03:13.694757,0.32128829999999997,0.1566124918682108,0.5380711974762764,0,0,0,0,0,0,0,0,1.6974090941972266e-05,1,0,0,0.0,0,0.0,0,0,0,1.6974090941972266e-05,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:03:14.109261,0.32128829999999997,0.15621624051353677,0.5380711974762764,0,0,0,0,0,0,0,0,1.6959109811889594e-05,1,0,0,0.0,0,0.0,0,0,0,1.6959109811889594e-05,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:03:14.426173,0.32128829999999997,0.15582033888557922,0.5380711974762764,0,0,0,0,0,0,0,0,1.6948423285872134e-05,1,0,0,0.0,0,0.0,0,0,0,1.6948423285872137e-05,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:03:14.853964,0.32128829999999997,0.1554246867290323,0.5380711974762764,0,0,0,0,0,0,0,0,1.685849021330839e-05,1,0,0,0.0,0,0.0,0,0,0,1.685849021330839e-05,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:03:15.323938,0.32128829999999997,0.15503113401344826,0.5380711974762764,0,0,0,0,0,0,0,0,1.6671404383139303e-05,1,0,0,0.0,0,0.0,0,0,0,1.66714043831393e-05,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:03:15.699523,0.32128829999999997,0.15464194871959536,0.5380711974762764,0,0,0,0,0,0,0,0,1.6585368601327695e-05,1,0,0,0.0,0,0.0,0,0,0,1.6585368601327695e-05,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:03:16.014901,0.32128829999999997,0.15425477188647307,0.5380711974762764,0,0,0,0,0,0,0,0,1.644324411229595e-05,1,0,0,0.0,0,0.0,0,0,0,1.6443244112295954e-05,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:03:16.322125,0.32128829999999997,0.15387091287587817,0.5380711974762764,0,0,0,0,0,0,0,0,1.6326828222904297e-05,1,0,0,0.0,0,0.0,0,0,0,1.6326828222904297e-05,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:03:16.838070,0.32128829999999997,0.1534897715338781,0.5380711974762764,0,0,0,0,0,0,0,0,1.6245602110049347e-05,1,0,0,0.0,0,0.0,0,0,0,1.6245602110049344e-05,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:03:17.203286,0.32128829999999997,0.15311052637337963,0.5380711974762764,0,0,0,0,0,0,0,0,1.6119358582853348e-05,1,0,0,0.0,0,0.0,0,0,0,1.6119358582853348e-05,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:03:17.514008,0.32128829999999997,0.15273422830258654,0.5380711974762764,0,0,0,0,0,0,0,0,1.588886241701693e-05,1,0,0,0.0,0,0.0,0,0,0,1.588886241701693e-05,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:03:17.870484,0.32128829999999997,0.1523633110453093,0.5380711974762764,0,0,0,0,0,0,0,0,1.581972120039178e-05,1,0,0,0.0,0,0.0,0,0,0,1.5819721200391784e-05,1,0,0,0.0,0,0,1,0.0,1,1,0
2020-07-16 11:03:18.349754,0.32128829999999997,0.15199400785389527,0.5380711974762764,0,0,0,0,0,0,0,0,1.5516592290228993e-05,1,0,0,0.0,0,0.0,0,0,0,1.5516592290228993e-05,1,0,0,0.0,0,0,1,0.0,1,1,0
