,J_CT3,J_CT6,J_CT5,J2a_15,J1_70,J1_40,J1_50,J1_51,J1_60,J1_61,J2c_12,J2c_14,Jb_53,J2c_11,J2c_13,J2a_20,J2a_30,J2a_33,J2a_23,J2a_41,J_CT1,J_CT2,J1_11,J1_30,J2b_21,J2b_40,J2b_30,J2b_31,J2b_50,J2b_41,J2c_10,J_CT4,J2b_10,J1_10,J1_20,J2a_31,J2a_32,J2a_21,J2a_22,J1-CLin,J2a_40,J1-MPA,J1_33,J1_31,RWtank_Top,J1_34,J2a_10,J2a_12,J2a_13,J2a_14,ER2_Top,ER1_Top,J2b_11,J2b_12,J2b_14,J2b_Leak,J2b_15,J2b_20,J2b_51,J2b_52,J2a_11,J1_32,SWaT,PUB,T1,T2,T0
37800,0.36424768,0.36424768,0.36364162,1.6477959,0.8677959,1.6059802,1.6059802,0.8677959,1.6059802,0.8677959,0.36424768,0.16424769,0.1442477,0.36428592,0.36424768,0.16779588,0.16779588,1.6475202,1.6473231,1.6468247,0.36373448,0.36364162,1.0759801,0.9159801,0.39535916,1.6953591,1.6953591,1.8642477,0.56424767,1.8642477,0.36434042,0.36373448,1.0668247,9.2,4.04,0.16779588,1.4675201,0.22128549,1.5212855,1.6559801,1.6470513,1.6559801,1.6559801,1.6559801,-0.4940199,1.6059802,1.5677959,1.8677958,1.6477959,1.6477959,-0.48220414,-0.4287145,1.6453866,0.9452604,0.944827,0.94511276,0.23467542,1.4753592,1.6442477,1.6442477,1.5677959,1.6559801,7.6293944e-08,3.8146972e-08,0.3212855,0.26779586,0.5759801
37860,0.36077538,0.36077538,0.36017656,1.6442804,0.8642804,1.6059803,1.6059803,0.8642804,1.6059803,0.8642804,0.36077538,0.16077538,0.14077537,0.36081302,0.36077538,0.1642804,0.1642804,1.644008,1.6438134,1.643321,0.3602683,0.36017656,1.0759803,0.9159803,0.46373826,1.7637383,1.7637383,1.8607754,0.5607754,1.8607754,0.36086693,0.3602683,1.063321,9.2,4.04,0.1642804,1.464008,0.22128549,1.5212855,1.6559802,1.6435448,1.6559802,1.6559802,1.6559802,-0.49401975,1.6059803,1.5642804,1.8642803,1.6442804,1.6442804,-0.48571962,-0.4287145,1.6419003,0.94177574,0.9413476,0.9416298,0.23119773,1.5437382,1.6407753,1.6407753,1.5642804,1.6559802,7.6293944e-08,3.8146972e-08,0.3212855,0.26428038,0.57598025
37920,0.3573811,0.3573811,0.35679916,1.6407882,0.86078817,1.6059805,1.6059805,0.86078817,1.6059805,0.86078817,0.3573811,0.1573811,0.1373811,0.35741773,0.3573811,0.16078816,0.16078816,1.6405232,1.6403341,1.6398555,0.35688826,0.35679916,1.0759805,0.9159806,0.4605001,1.7605001,1.7605001,1.8573811,0.5573811,1.8573811,0.35747018,0.35688826,1.0598555,9.2,4.04,0.16078816,1.4605232,0.22128549,1.5212855,1.6559806,1.6400731,1.6559806,1.6559806,1.6559806,-0.49401945,1.6059805,1.5607882,1.8607881,1.6407882,1.6407882,-0.48921183,-0.4287145,1.6384746,0.9383536,0.9379373,0.93821174,0.2277917,1.5405,1.6373811,1.6373811,1.5607882,1.6559806,7.6293944e-08,3.8146972e-08,0.3212855,0.26078817,0.57598054
37980,0.35395908,0.35395908,0.35338005,1.6373489,0.85734886,1.6059808,1.6059808,0.85734886,1.6059808,0.85734886,0.35395908,0.15395908,0.13395907,0.35399556,0.35395908,0.15734884,0.15734884,1.6370853,1.6368971,1.636421,0.3534687,0.35338005,1.0759807,0.9159807,0.45725408,1.7572541,1.7572541,1.8539591,0.5539591,1.8539591,0.35404775,0.3534687,1.056421,9.2,4.04,0.15734884,1.4570854,0.22128549,1.5212855,1.6559807,1.6366374,1.6559807,1.6559807,1.6559807,-0.4940193,1.6059808,1.5573488,1.8573488,1.6373489,1.6373489,-0.49265116,-0.4287145,1.6350471,0.9349266,0.93451256,0.9347855,0.22436762,1.5372541,1.633959,1.633959,1.5573488,1.6559807,7.6293944e-08,3.8146972e-08,0.3212855,0.25734884,0.5759807
38040,0.35053036,0.35053036,0.34995148,1.6339191,0.8539191,1.6059809,1.6059809,0.8539191,1.6059809,0.8539191,0.35053036,0.15053035,0.13053036,0.35056683,0.35053036,0.1539191,0.1539191,1.6336555,1.6334676,1.6329914,0.35004014,0.34995148,1.0759808,0.9159808,0.41306797,1.713068,1.713068,1.8505304,0.5505304,1.8505304,0.35061887,0.35004014,1.0529914,9.2,4.04,0.1539191,1.4536556,0.22128549,1.5212855,1.6559808,1.6332078,1.6559808,1.6559808,1.6559808,-0.49401915,1.6059809,1.5539191,1.8539191,1.6339191,1.6339191,-0.4960809,-0.4287145,1.6316179,0.9314976,0.9310837,0.9313565,0.22093877,1.493068,1.6305304,1.6305304,1.5539191,1.6559808,7.6293944e-08,3.8146972e-08,0.3212855,0.2539191,0.57598084
38100,0.34711313,0.34711313,0.34653643,1.6304898,0.8504898,1.6059811,1.6059811,0.8504898,1.6059811,0.8504898,0.34711313,0.14711313,0.12711313,0.34714946,0.34711313,0.1504898,0.1504898,1.6302273,1.6300398,1.6295656,0.34662464,0.34653643,1.0759811,0.9159811,0.45076507,1.7507651,1.7507651,1.8471131,0.5471131,1.8471131,0.3472015,0.34662464,1.0495656,9.2,4.04,0.1504898,1.4502274,0.22128549,1.5212855,1.6559812,1.6297811,1.6559812,1.6559812,1.6559812,-0.49401888,1.6059811,1.5504898,1.8504899,1.6304898,1.6304898,-0.4995102,-0.4287145,1.628197,0.92807704,0.9276645,0.9279363,0.21752007,1.530765,1.6271131,1.6271131,1.5504898,1.6559812,7.6293944e-08,3.8146972e-08,0.3212855,0.2504898,0.57598114
38160,0.3437315,0.3437315,0.34316176,1.6270672,0.8470672,1.6059812,1.6059812,0.8470672,1.6059812,0.8470672,0.3437315,0.1437315,0.1237315,0.3437674,0.3437315,0.1470672,0.1470672,1.6268079,1.6266226,1.6261541,0.34324896,0.34316176,1.0759813,0.9159813,0.32646394,1.6264639,1.6264639,1.8437315,0.5437315,1.8437315,0.3438187,0.34324896,1.046154,9.2,4.04,0.1470672,1.4468079,0.22128549,1.5212855,1.6559813,1.6263671,1.6559813,1.6559813,1.6559813,-0.49401873,1.6059812,1.5470672,1.8470672,1.6270672,1.6270672,-0.5029328,-0.4287145,1.6248021,0.92468363,0.9242761,0.9245447,0.21413352,1.406464,1.6237315,1.6237315,1.5470672,1.6559813,7.6293944e-08,3.8146972e-08,0.3212855,0.2470672,0.57598126
38220,0.34039274,0.34039274,0.33983362,1.623667,0.843667,1.6059815,1.6059815,0.843667,1.6059815,0.843667,0.34039274,0.14039275,0.120392755,0.34042808,0.34039274,0.14366697,0.14366697,1.6234125,1.6232307,1.6227708,0.33991924,0.33983362,1.0759814,0.9159814,0.44437447,1.7443745,1.7443745,1.8403927,0.54039276,1.8403927,0.34047836,0.33991924,1.0427709,9.2,4.04,0.14366697,1.4434124,0.22128549,1.5212855,1.6559814,1.6229798,1.6559814,1.6559814,1.6559814,-0.49401858,1.6059815,1.543667,1.8436669,1.623667,1.623667,-0.50633305,-0.4287145,1.6214437,0.9213273,0.92092746,0.921191,0.21078749,1.5243745,1.6203928,1.6203928,1.543667,1.6559814,7.6293944e-08,3.8146972e-08,0.3212855,0.24366698,0.57598144
38280,0.33703205,0.33703205,0.33647367,1.6203009,0.8403009,1.6059816,1.6059816,0.8403009,1.6059816,0.8403009,0.33703205,0.13703206,0.11703206,0.33706722,0.33703205,0.1403009,0.1403009,1.6200467,1.6198653,1.619406,0.33655912,0.33647367,1.0759816,0.9159816,0.48887047,1.7888705,1.7888705,1.8370321,0.53703207,1.8370321,0.33711752,0.33655912,1.0394061,9.2,4.04,0.1403009,1.4400467,0.22128534,1.5212853,1.6559815,1.6196147,1.6559815,1.6559815,1.6559815,-0.49401844,1.6059816,1.5403008,1.8403009,1.6203009,1.6203009,-0.5096991,-0.42871466,1.6180811,0.917965,0.91756576,0.917829,0.20742592,1.5688704,1.617032,1.617032,1.5403008,1.6559815,7.6293944e-08,3.8146972e-08,0.32128534,0.2403009,0.57598156
38340,0.33371466,0.33371466,0.33316427,1.6169376,0.8369376,1.6059818,1.6059818,0.8369376,1.6059818,0.8369376,0.33371466,0.13371468,0.11371467,0.3337494,0.33371466,0.13693759,0.13693759,1.6166872,1.6165082,1.6160555,0.33324856,0.33316427,1.0759819,0.9159818,0.53590584,1.8359058,1.8359058,1.8337147,0.53371465,1.8337147,0.33379897,0.33324856,1.0360556,9.2,4.04,0.13693759,1.4366871,0.22128534,1.5212853,1.6559819,1.6162611,1.6559819,1.6559819,1.6559819,-0.49401814,1.6059818,1.5369376,1.8369375,1.6169376,1.6169376,-0.5130624,-0.42871466,1.6147492,0.91463464,0.91424096,0.91450036,0.20410317,1.6159058,1.6137147,1.6137147,1.5369376,1.6559819,7.6293944e-08,3.8146972e-08,0.32128534,0.23693758,0.57598186
38400,0.3304246,0.3304246,0.32988235,1.6136,0.8336,1.605982,1.605982,0.8336,1.605982,0.8336,0.3304246,0.1304246,0.11042461,0.3304589,0.3304246,0.1336,0.1336,1.6133533,1.613177,1.6127309,0.32996532,0.32988235,1.075982,0.915982,0.447759,1.747759,1.747759,1.8304247,0.5304246,1.8304247,0.33050776,0.32996532,1.0327308,9.2,4.04,0.1336,1.4333532,0.22128534,1.5212853,1.655982,1.6129336,1.655982,1.655982,1.655982,-0.494018,1.605982,1.5336,1.8336,1.6136,1.6136,-0.5164,-0.42871466,1.6114439,0.9113311,0.9109432,0.91119885,0.20080744,1.5277591,1.6104246,1.6104246,1.5336,1.655982,7.6293944e-08,3.8146972e-08,0.32128534,0.23359999,0.575982
38460,0.3271264,0.3271264,0.32658634,1.6102891,0.8302891,1.6059822,1.6059822,0.8302891,1.6059822,0.8302891,0.3271264,0.12712641,0.10712641,0.32716057,0.3271264,0.13028915,0.13028915,1.6100433,1.6098677,1.6094235,0.32666904,0.32658634,1.0759821,0.9159821,0.4317802,1.7317802,1.7317802,1.8271264,0.52712643,1.8271264,0.32720912,0.32666904,1.0294235,9.2,4.04,0.13028915,1.4300432,0.22128534,1.5212853,1.6559821,1.6096253,1.6559821,1.6559821,1.6559821,-0.49401784,1.6059822,1.5302892,1.8302891,1.6102891,1.6102891,-0.51971084,-0.42871466,1.6081417,0.90802926,0.90764296,0.9078974,0.19750763,1.5117801,1.6071264,1.6071264,1.5302892,1.6559821,7.6293944e-08,3.8146972e-08,0.32128534,0.23028915,0.57598215
38520,0.32384434,0.32384434,0.3233079,1.6069854,0.8269854,1.6059823,1.6059823,0.8269854,1.6059823,0.8269854,0.32384434,0.12384434,0.103844345,0.3238782,0.32384434,0.12698543,0.12698543,1.6067413,1.6065669,1.6061256,0.32339,0.3233079,1.0759823,0.9159823,0.49464527,1.7946453,1.7946453,1.8238443,0.52384436,1.8238443,0.32392645,0.32339,1.0261256,9.2,4.04,0.12698543,1.4267412,0.22128534,1.5212853,1.6559823,1.6063262,1.6559823,1.6559823,1.6559823,-0.49401772,1.6059823,1.5269854,1.8269855,1.6069854,1.6069854,-0.52301455,-0.42871466,1.6048526,0.9047409,0.90435725,0.90461016,0.19422296,1.5746453,1.6038443,1.6038443,1.5269854,1.6559823,7.6293944e-08,3.8146972e-08,0.32128534,0.22698542,0.5759823
38580,0.3205649,0.3205649,0.32003048,1.603694,0.82369393,1.6059825,1.6059825,0.82369393,1.6059825,0.82369393,0.3205649,0.12056489,0.10056489,0.3205986,0.3205649,0.12369391,0.12369391,1.6034507,1.603277,1.6028374,0.32011232,0.32003048,1.0759826,0.9159826,0.425556,1.725556,1.725556,1.8205649,0.5205649,1.8205649,0.32064673,0.32011232,1.0228374,9.2,4.04,0.12369391,1.4234506,0.22128534,1.5212853,1.6559826,1.6030371,1.6559826,1.6559826,1.6559826,-0.49401742,1.6059825,1.5236939,1.8236939,1.603694,1.603694,-0.5263061,-0.42871466,1.6015692,0.901458,0.9010759,0.9013278,0.19094205,1.505556,1.6005648,1.6005648,1.5236939,1.6559826,7.6293944e-08,3.8146972e-08,0.32128534,0.22369392,0.5759826
38640,0.317352,0.317352,0.3168298,1.6004093,0.82040924,1.6059828,1.6059828,0.82040924,1.6059828,0.82040924,0.317352,0.11735201,0.097352006,0.31738484,0.317352,0.120409235,0.120409235,1.6001716,1.6000018,1.5995724,0.31690973,0.3168298,1.0759827,0.9159827,0.42249545,1.7224954,1.7224954,1.817352,0.517352,1.817352,0.31743196,0.31690973,1.0195724,9.2,4.04,0.120409235,1.4201716,0.22128534,1.5212853,1.6559827,1.5997676,1.6559827,1.6559827,1.6559827,-0.49401727,1.6059828,1.5204092,1.8204092,1.6004093,1.6004093,-0.5295908,-0.42871466,1.5983332,0.89822465,0.8978511,0.89809734,0.18772045,1.5024954,1.597352,1.597352,1.5204092,1.6559827,7.6293944e-08,3.8146972e-08,0.32128534,0.22040923,0.57598275
38700,0.3141499,0.3141499,0.31363478,1.5971653,0.8171654,1.6059829,1.6059829,0.8171654,1.6059829,0.8171654,0.3141499,0.114149876,0.09414988,0.31418228,0.3141499,0.11716539,0.11716539,1.596931,1.5967635,1.5963401,0.3137137,0.31363478,1.0759829,0.9159829,0.4321889,1.7321889,1.7321889,1.8141499,0.5141499,1.8141499,0.3142288,0.3137137,1.01634,9.2,4.04,0.11716539,1.4169309,0.22128534,1.5212853,1.6559829,1.5965326,1.6559829,1.6559829,1.6559829,-0.49401712,1.6059829,1.5171654,1.8171654,1.5971653,1.5971653,-0.5328346,-0.42871466,1.5951177,0.8950106,0.8946423,0.894885,0.18451338,1.5121889,1.5941498,1.5941498,1.5171654,1.6559829,7.6293944e-08,3.8146972e-08,0.32128534,0.2171654,0.57598287
38760,0.31102172,0.31102172,0.31052235,1.5939455,0.81394553,1.605983,1.605983,0.81394553,1.605983,0.81394553,0.31102172,0.11102173,0.091021724,0.31105328,0.31102172,0.11394553,0.11394553,1.5937184,1.593556,1.5931453,0.3105988,0.31052235,1.075983,0.915983,0.51665044,1.8166505,1.8166505,1.8110217,0.51102173,1.8110217,0.3110982,0.3105988,1.0131453,9.2,4.04,0.11394553,1.4137183,0.22128534,1.5212853,1.655983,1.5933319,1.655983,1.655983,1.655983,-0.49401698,1.605983,1.5139456,1.8139455,1.5939455,1.5939455,-0.5360545,-0.42871466,1.5919602,0.89185625,0.89149916,0.8917345,0.18137418,1.5966505,1.5910218,1.5910218,1.5139456,1.655983,7.6293944e-08,3.8146972e-08,0.32128534,0.21394552,0.57598305
38820,0.30789968,0.30789968,0.307408,1.5907791,0.81077904,1.6059833,1.6059833,0.81077904,1.6059833,0.81077904,0.30789968,0.10789967,0.08789968,0.30793077,0.30789968,0.11077901,0.11077901,1.5905552,1.5903953,1.5899909,0.3074833,0.307408,1.0759833,0.9159833,0.30992004,1.60992,1.60992,1.8078997,0.5078997,1.8078997,0.30797496,0.3074833,1.0099908,9.2,4.04,0.11077901,1.4105551,0.22128534,1.5212853,1.6559833,1.5901747,1.6559833,1.6559833,1.6559833,-0.49401668,1.6059833,1.510779,1.810779,1.5907791,1.5907791,-0.539221,-0.42871466,1.5888239,0.8887216,0.88836986,0.88860166,0.17824675,1.38992,1.5878997,1.5878997,1.510779,1.6559833,7.6293944e-08,3.8146972e-08,0.32128534,0.21077901,0.5759833
38880,0.30477968,0.30477968,0.3042913,1.5876385,0.8076385,1.6059835,1.6059835,0.8076385,1.6059835,0.8076385,0.30477968,0.10477966,0.084779665,0.30481035,0.30477968,0.1076385,0.1076385,1.5874163,1.5872576,1.586856,0.30436602,0.3042913,1.0759834,0.91598344,0.4360692,1.7360692,1.7360692,1.8047796,0.50477964,1.8047796,0.30485436,0.30436602,1.006856,9.2,4.04,0.1076385,1.4074162,0.22128534,1.5212853,1.6559834,1.5870385,1.6559834,1.6559834,1.6559834,-0.49401653,1.6059835,1.5076385,1.8076385,1.5876385,1.5876385,-0.5423615,-0.42871466,1.5856972,0.8855956,0.88524634,0.8854766,0.17512426,1.5160692,1.5847796,1.5847796,1.5076385,1.6559834,7.6293944e-08,3.8146972e-08,0.32128534,0.2076385,0.57598346
38940,0.30166852,0.30166852,0.30118322,1.5845101,0.80451006,1.6059836,1.6059836,0.80451006,1.6059836,0.80451006,0.30166852,0.101668514,0.08166852,0.3016992,0.30166852,0.10451006,0.10451006,1.5842892,1.5841315,1.5837324,0.3012575,0.30118322,1.0759836,0.9159836,0.4543483,1.7543483,1.7543483,1.8016685,0.5016685,1.8016685,0.3017428,0.3012575,1.0037323,9.2,4.04,0.10451006,1.4042891,0.22128534,1.5212853,1.6559836,1.5839137,1.6559836,1.6559836,1.6559836,-0.4940164,1.6059836,1.50451,1.8045101,1.5845101,1.5845101,-0.54548997,-0.42871466,1.5825806,0.88247967,0.8821326,0.88236135,0.17201108,1.5343482,1.5816685,1.5816685,1.50451,1.6559836,7.6293944e-08,3.8146972e-08,0.32128534,0.20451006,0.5759836
39000,0.29856187,0.29856187,0.29807848,1.5813919,0.80139196,1.6059837,1.6059837,0.80139196,1.6059837,0.80139196,0.29856187,0.098561876,0.07856187,0.29859224,0.29856187,0.101391934,0.101391934,1.5811719,1.5810148,1.5806173,0.29815245,0.29807848,1.0759838,0.91598374,0.49714118,1.7971412,1.7971412,1.7985619,0.4985619,1.7985619,0.29863584,0.29815245,1.0006173,9.2,4.04,0.101391934,1.4011719,0.22128534,1.5212853,1.6559838,1.5807979,1.6559838,1.6559838,1.6559838,-0.49401626,1.6059837,1.5013919,1.801392,1.5813919,1.5813919,-0.54860806,-0.42871466,1.5794703,0.8793697,0.8790239,0.8792518,0.168903,1.5771412,1.5785619,1.5785619,1.5013919,1.6559838,7.6293944e-08,3.8146972e-08,0.32128534,0.20139194,0.57598376
39060,0.2954503,0.2954503,0.29496688,1.5782804,0.7982805,1.6059841,1.6059841,0.7982805,1.6059841,0.7982805,0.2954503,0.09545029,0.07545029,0.29548067,0.2954503,0.0982805,0.0982805,1.5780606,1.5779035,1.5775058,0.29504088,0.29496688,1.075984,0.91598403,0.40169337,1.7016934,1.7016934,1.7954503,0.4954503,1.7954503,0.29552427,0.29504088,0.99750584,9.2,4.04,0.0982805,1.3980606,0.22128534,1.5212853,1.655984,1.5776865,1.655984,1.655984,1.655984,-0.49401596,1.6059841,1.4982805,1.7982805,1.5782804,1.5782804,-0.5517195,-0.42871466,1.5763587,0.8762581,0.8759125,0.87614024,0.1657914,1.4816934,1.5754503,1.5754503,1.4982805,1.655984,7.6293944e-08,3.8146972e-08,0.32128534,0.1982805,0.57598406
39120,0.2923387,0.2923387,0.2918553,1.5751691,0.79516906,1.6059842,1.6059842,0.79516906,1.6059842,0.79516906,0.2923387,0.09233871,0.07233871,0.2923691,0.2923387,0.09516906,0.09516906,1.574949,1.5747919,1.5743942,0.29192927,0.2918553,1.0759842,0.9159842,0.28307065,1.5830706,1.5830706,1.7923387,0.49233872,1.7923387,0.2924127,0.29192927,0.99439424,9.2,4.04,0.09516906,1.394949,0.22128534,1.5212853,1.6559842,1.5745751,1.6559842,1.6559842,1.6559842,-0.4940158,1.6059842,1.495169,1.7951691,1.5751691,1.5751691,-0.55483097,-0.42871466,1.5732471,0.87314653,0.8728009,0.87302864,0.16267982,1.3630707,1.5723387,1.5723387,1.495169,1.6559842,7.6293944e-08,3.8146972e-08,0.32128534,0.19516906,0.5759842
39180,0.28923774,0.28923774,0.28875607,1.5720575,0.79205745,1.6059843,1.6059843,0.79205745,1.6059843,0.79205745,0.28923774,0.089237735,0.06923773,0.2892681,0.28923774,0.092057474,0.092057474,1.5718383,1.5716817,1.5712857,0.28882992,0.28875607,1.0759844,0.91598433,0.39580506,1.6958051,1.6958051,1.7892377,0.48923773,1.7892377,0.2893114,0.28882992,0.99128574,9.2,4.04,0.092057474,1.3918383,0.22128534,1.5212853,1.6559843,1.5714658,1.6559843,1.6559843,1.6559843,-0.49401566,1.6059843,1.4920574,1.7920575,1.5720575,1.5720575,-0.5579425,-0.42871466,1.5701427,0.8700426,0.86969817,0.8699252,0.15957768,1.475805,1.5692377,1.5692377,1.4920574,1.6559843,7.6293944e-08,3.8146972e-08,0.32128534,0.19205748,0.57598436
39240,0.28612354,0.28612354,0.28564042,1.5689523,0.7889523,1.6059844,1.6059844,0.7889523,1.6059844,0.7889523,0.28612354,0.08612353,0.06612354,0.28615406,0.28612354,0.08895229,0.08895229,1.5687324,1.5685754,1.568178,0.28571442,0.28564042,1.0759845,0.91598445,0.3928567,1.6928567,1.6928567,1.7861235,0.48612353,1.7861235,0.2861975,0.28571442,0.9881781,9.2,4.04,0.08895229,1.3887324,0.22128534,1.5212853,1.6559845,1.5683585,1.6559845,1.6559845,1.6559845,-0.4940155,1.6059844,1.4889523,1.7889522,1.5689523,1.5689523,-0.56104773,-0.42871466,1.5670315,0.866931,0.86658543,0.8668132,0.1564645,1.4728566,1.5661235,1.5661235,1.4889523,1.6559845,7.6293944e-08,3.8146972e-08,0.32128534,0.18895228,0.5759845
39300,0.28302982,0.28302982,0.28254962,1.5658417,0.7858417,1.6059846,1.6059846,0.7858417,1.6059846,0.7858417,0.28302982,0.08302983,0.063029826,0.28306007,0.28302982,0.08584172,0.08584172,1.5656232,1.565467,1.5650722,0.28262317,0.28254962,1.0759847,0.91598475,0.3899217,1.6899217,1.6899217,1.7830298,0.48302984,1.7830298,0.28310338,0.28262317,0.98507214,9.2,4.04,0.08584172,1.3856231,0.22128534,1.5212853,1.6559846,1.5652516,1.6559846,1.6559846,1.6559848,-0.49401537,1.6059846,1.4858418,1.7858417,1.5658417,1.5658417,-0.56415826,-0.42871466,1.5639324,0.8638324,0.863489,0.8637154,0.15336876,1.4699217,1.5630299,1.5630299,1.4858418,1.6559848,7.6293944e-08,3.8146972e-08,0.32128534,0.18584172,0.5759846
39360,0.27994412,0.27994412,0.27946624,1.5627412,0.7827412,1.6059849,1.6059849,0.7827412,1.6059849,0.7827412,0.27994412,0.07994412,0.059944116,0.2799742,0.27994412,0.082741186,0.082741186,1.5625237,1.5623685,1.5619755,0.2795395,0.27946624,1.075985,0.9159849,0.27481797,1.574818,1.574818,1.7799441,0.4799441,1.7799441,0.28001723,0.2795395,0.98197556,9.2,4.04,0.082741186,1.3825238,0.22128534,1.5212853,1.6559849,1.5621542,1.6559849,1.6559849,1.6559849,-0.4940151,1.6059849,1.4827412,1.7827412,1.5627412,1.5627412,-0.56725883,-0.42871466,1.5608419,0.86074245,0.8604008,0.8606259,0.15028116,1.354818,1.5599442,1.5599442,1.4827412,1.6559849,7.6293944e-08,3.8146972e-08,0.32128534,0.18274118,0.5759849
39420,0.2768497,0.2768497,0.2763715,1.5596495,0.7796495,1.605985,1.605985,0.7796495,1.605985,0.7796495,0.2768497,0.076849684,0.05684968,0.2768799,0.2768497,0.07964951,0.07964951,1.5594318,1.5592765,1.5588832,0.27644476,0.2763715,1.0759851,0.91598505,0.3856131,1.6856132,1.6856132,1.7768496,0.47684968,1.7768496,0.27692294,0.27644476,0.97888315,9.2,4.04,0.07964951,1.3794318,0.22128534,1.5212853,1.655985,1.5590619,1.655985,1.655985,1.655985,-0.49401495,1.605985,1.4796495,1.7796495,1.5596495,1.5596495,-0.57035047,-0.42871466,1.5577483,0.8576489,0.8573069,0.8575323,0.14718716,1.4656131,1.5568497,1.5568497,1.4796495,1.655985,7.6293944e-08,3.8146972e-08,0.32128534,0.17964952,0.5759851
39480,0.27379566,0.27379566,0.27332416,1.5565561,0.7765561,1.6059852,1.6059852,0.7765561,1.6059852,0.7765561,0.27379566,0.073795654,0.053795654,0.27382532,0.27379566,0.076556094,0.076556094,1.5563415,1.5561882,1.5558004,0.27339625,0.27332416,1.0759852,0.9159852,0.29398993,1.59399,1.59399,1.7737956,0.47379565,1.7737956,0.27386776,0.27339625,0.97580045,9.2,4.04,0.076556094,1.3763416,0.22128534,1.5212853,1.6559852,1.5559767,1.6559852,1.6559852,1.6559852,-0.4940148,1.6059852,1.4765561,1.7765561,1.5565561,1.5565561,-0.5734439,-0.42871466,1.5546817,0.85458356,0.8542464,0.8544686,0.14412834,1.3739899,1.5537957,1.5537957,1.4765561,1.6559852,7.6293944e-08,3.8146972e-08,0.32128534,0.1765561,0.5759852
39540,0.27074873,0.27074873,0.2702812,1.5534863,0.7734864,1.6059855,1.6059855,0.7734864,1.6059855,0.7734864,0.27074873,0.07074875,0.050748747,0.27077824,0.27074873,0.07348637,0.07348637,1.5532734,1.5531216,1.552737,0.2703527,0.2702812,1.0759856,0.91598547,0.37826937,1.6782694,1.6782694,1.7707487,0.47074875,1.7707487,0.27082026,0.2703527,0.972737,9.2,4.04,0.07348637,1.3732735,0.22128534,1.5212853,1.6559855,1.5529116,1.6559855,1.6559855,1.6559855,-0.4940145,1.6059855,1.4734864,1.7734864,1.5534863,1.5534863,-0.57651365,-0.42871466,1.5516273,0.8515301,0.8511957,0.8514162,0.14107867,1.4582694,1.5507487,1.5507487,1.4734864,1.6559855,7.6293944e-08,3.8146972e-08,0.32128534,0.17348637,0.5759855
39600,0.26768613,0.26768613,0.26721743,1.5504303,0.7704303,1.6059856,1.6059856,0.7704303,1.6059856,0.7704303,0.26768613,0.06768614,0.047686145,0.26771578,0.26768613,0.07043031,0.07043031,1.5502169,1.5500647,1.5496792,0.26728922,0.26721743,1.0759857,0.91598564,0.37536925,1.6753693,1.6753693,1.7676861,0.46768615,1.7676861,0.26775795,0.26728922,0.9696792,9.2,4.04,0.07043031,1.370217,0.22128534,1.5212853,1.6559856,1.5498543,1.6559856,1.6559856,1.6559856,-0.49401435,1.6059856,1.4704303,1.7704303,1.5504303,1.5504303,-0.5795697,-0.42871466,1.5485669,0.8484694,0.8481342,0.8483551,0.13801694,1.4553692,1.5476861,1.5476861,1.4704303,1.6559856,7.6293944e-08,3.8146972e-08,0.32128534,0.1704303,0.5759856
39660,0.26460144,0.26460144,0.26412866,1.5473703,0.76737034,1.6059858,1.6059858,0.76737034,1.6059858,0.76737034,0.26460144,0.06460145,0.044601448,0.2646314,0.26460144,0.06737032,0.06737032,1.547155,1.5470012,1.5466124,0.26420105,0.26412866,1.0759858,0.91598576,0.37245256,1.6724526,1.6724526,1.7646015,0.46460146,1.7646015,0.26467398,0.26420105,0.9666124,9.2,4.04,0.06737032,1.3671551,0.22128534,1.5212853,1.6559858,1.5467893,1.6559858,1.6559858,1.6559858,-0.4940142,1.6059858,1.4673703,1.7673703,1.5473703,1.5473703,-0.5826297,-0.42871466,1.5454901,0.8453918,0.8450536,0.84527653,0.13493529,1.4524525,1.5446014,1.5446014,1.4673703,1.6559858,7.6293944e-08,3.8146972e-08,0.32128534,0.16737032,0.5759858
39720,0.26153186,0.26153186,0.2610598,1.5442955,0.7642955,1.6059859,1.6059859,0.7642955,1.6059859,0.7642955,0.26153186,0.061531868,0.04153187,0.26156166,0.26153186,0.06429551,0.06429551,1.5440807,1.5439272,1.543539,0.26113203,0.2610598,1.0759859,0.91598594,0.35057962,1.6505796,1.6505796,1.7615318,0.46153188,1.7615318,0.2616041,0.26113203,0.963539,9.2,4.04,0.06429551,1.3640807,0.22128534,1.5212853,1.655986,1.5437155,1.655986,1.655986,1.655986,-0.49401408,1.6059859,1.4642955,1.7642955,1.5442955,1.5442955,-0.5857045,-0.42871466,1.5424188,0.8423206,0.84198314,0.84220564,0.13186498,1.4305797,1.5415319,1.5415319,1.4642955,1.655986,7.6293944e-08,3.8146972e-08,0.32128534,0.16429551,0.5759859
