timestamps,PRESSURE_TANK,FLOW_PUMP1,FLOW_PUMP2,STATUS_PUMP1,STATUS_PUMP2,Attack#01,Attack#02
22:16.6,4.34856563,0.114136876,0,1,0,,
22:16.6,4.291793086,0.114218002,0,1,0,,
22:16.6,4.235115433,0.11382866,0,1,0,,
22:16.6,4.187864967,0.113896203,0,1,0,,
22:16.6,4.140693504,0.113963614,0,1,0,,
22:16.6,4.093600891,0.114030896,0,1,0,,
22:16.7,4.046586974,0.11428107,0,1,0,,
22:16.7,3.995481572,0.114354002,0,1,0,,
22:16.7,3.944461477,0.114426792,0,1,0,,
22:16.7,3.893526522,0.114499439,0,1,0,,
22:16.7,3.84267654,0.116141669,0,1,0,,
22:16.8,3.736835047,0.116292062,0,1,0,,
22:16.8,3.631169465,0.116442115,0,1,0,,
22:16.8,3.525679396,0.116591831,0,1,0,,
22:16.8,3.420364445,0.117522,0,1,0,,
22:16.8,3.291204595,0.117704406,0,1,0,,
22:16.9,3.1622581,0.11788641,0,1,0,,
22:16.9,3.03352449,0.118068012,0,1,0,,
22:16.9,2.905003294,0.117162146,0,1,0,,
22:16.9,2.794289792,0.117318826,0,1,0,,
22:17.0,2.683759553,0.117475174,0,1,0,,
22:17.0,2.57341219,0.11763119,0,1,0,,
22:17.0,2.463247314,0.117048272,0,1,0,,
22:17.0,2.376572201,0.117171385,0,1,0,,
22:17.0,2.29004109,0.117294233,0,1,0,,
22:17.1,2.203653671,0.117416817,0,1,0,,
22:17.1,2.117409635,0.116313032,0,1,0,,
22:17.1,2.068189181,0.116383405,0,1,0,,
22:17.1,2.019051041,0.116453641,0,1,0,,
22:17.2,1.969995053,0.11652374,0,1,0,,
22:17.2,1.921021059,0.116173983,0,1,0,,
22:17.2,1.88532033,0.11622505,0,1,0,,
22:17.2,1.849679331,0.116276021,0,1,0,,
22:17.2,1.814097952,0.116326896,0,1,0,,
22:17.3,1.778576081,0.116119645,0,1,0,,
22:17.3,1.754921354,0.116153379,0,1,0,,
22:17.3,1.731306085,0.116187053,0,1,0,,
22:17.3,1.707730203,0.116220666,0,1,0,,
22:17.4,1.684193637,0.116435352,0,1,0,,
22:17.4,1.67447034,0.116449279,0,1,0,,
22:17.4,1.664763332,0.116463182,0,1,0,,
22:17.4,1.655072587,0.116477061,0,1,0,,
22:17.5,1.645398075,0.116857118,0,1,0,,
22:17.5,1.630209205,0.116878961,0,1,0,,
22:17.5,1.615045885,0.116900767,0,1,0,,
22:17.6,1.59990807,0.116922534,0,1,0,,
22:17.6,1.584795715,0.117595709,0,1,0,,
22:17.6,1.532963907,0.117669323,0,1,0,,
22:17.6,1.481218204,0.117742795,0,1,0,,
22:17.7,1.429558439,0.117816124,0,1,0,,
22:17.7,1.377984445,0.119229687,0,1,0,,
22:17.7,1.295156158,0.119346294,0,1,0,,
22:17.7,1.212464263,0.119462657,0,1,0,,
22:17.8,1.129908474,0.119578778,0,1,0,,
22:17.8,1.047488509,0.119662999,0,1,0,,
22:17.8,0.999903323,0.097100017,0.097119166,1,1,,
22:17.8,0.996592131,0.097103539,0.097122689,1,1,,
22:17.9,0.989888493,0.097110668,0.09712982,1,1,,
22:17.9,0.983201536,0.097117779,0.097136933,1,1,,
22:17.9,0.976531216,0.097466152,0.097485409,1,1,,
22:17.9,0.962458803,0.097481088,0.097500349,1,1,,
22:18.0,0.948421335,0.097495985,0.097515251,1,1,,
22:18.0,0.934418723,0.097510845,0.097530115,1,1,,
22:18.0,0.920450878,0.097716453,0.097735784,1,1,,
22:18.1,0.900181542,0.097737924,0.097757261,1,1,,
22:18.1,0.879962441,0.097759339,0.097778683,1,1,,
22:18.1,0.859793445,0.097780699,0.097800049,1,1,,
22:18.1,0.839674424,0.097580724,0.097600015,1,1,,
22:18.2,0.822843777,0.097598564,0.09761786,1,1,,
22:18.2,0.80605487,0.097616358,0.097635659,1,1,,
22:18.2,0.789307596,0.097634106,0.097653413,1,1,,
22:18.3,0.772601846,0.097565745,0.097585031,1,1,,
22:18.3,0.757287278,0.097581978,0.097601269,1,1,,
22:18.3,0.742010691,0.097598169,0.097617465,1,1,,
22:18.3,0.726771986,0.097614319,0.097633619,1,1,,
22:18.4,0.711571066,0.097550969,0.097570251,1,1,,
22:18.4,0.712747048,0.097549714,0.097568996,1,1,,
22:18.4,0.713920092,0.097548462,0.097567743,1,1,,
22:18.5,0.715090206,0.097547212,0.097566493,1,1,,
22:18.5,0.716257398,0.097246865,0.097266057,1,1,,
22:18.5,0.745051001,0.097216453,0.097235636,1,1,,
22:18.6,0.773773449,0.097186109,0.097205283,1,1,,
22:18.6,0.802424901,0.097155833,0.097174999,1,1,,
22:18.6,0.831005518,0.09704338,0.097062513,1,1,,
22:18.6,0.856266638,0.097016671,0.097035796,1,1,,
22:18.7,0.881465267,0.096990023,0.097009139,1,1,,
22:18.7,0.906601547,0.096963435,0.096982544,1,1,,
22:18.7,0.931675621,0.096772297,0.096791349,1,1,,
22:18.8,0.960277906,0.096742089,0.096761133,1,1,,
22:18.8,0.988809514,0.096711949,0.096730984,1,1,,
22:18.8,1.017270605,0.096681877,0.096700903,1,1,,
22:18.9,1.045661336,0.097139037,0.097158197,1,1,,
22:18.9,1.065449159,0.097118021,0.097137176,1,1,,
22:18.9,1.085187811,0.097097055,0.097116203,1,1,,
22:18.9,1.104877409,0.097076137,0.097095279,1,1,,
22:19.0,1.124518066,0.097535746,0.097555023,1,1,,
22:19.0,1.119746329,0.097540849,0.097560128,1,1,,
22:19.0,1.114986532,0.09754594,0.097565221,1,1,,
22:19.0,1.110238646,0.097551018,0.0975703,1,1,,
22:19.0,1.105502641,0.098489967,0.098509527,1,1,,
22:19.1,1.067627767,0.098529946,0.098549518,1,1,,
22:19.1,1.029846432,0.098569818,0.098589402,1,1,,
22:19.1,0.992158384,0.098609582,0.098629178,1,1,,
22:19.2,0.954563372,0.098652385,0.098671994,1,1,,
22:19.2,0.916810616,0.098692201,0.098711821,1,1,,
22:19.2,0.879151015,0.098731909,0.098751541,1,1,,
22:19.3,0.84158432,0.098771511,0.098791155,1,1,,
22:19.3,0.804110281,0.098133859,0.098153313,1,1,,
22:19.3,0.778754994,0.098160659,0.098180121,1,1,,
22:19.3,0.753462411,0.098187388,0.098206858,1,1,,
22:19.4,0.728232366,0.098214048,0.098233526,1,1,,
22:19.4,0.703064696,0.098031855,0.098051279,1,1,,
22:19.4,0.682845406,0.09805325,0.09807268,1,1,,
22:19.5,0.662676174,0.098074589,0.098094026,1,1,,
22:19.5,0.64255687,0.098095873,0.098115317,1,1,,
22:19.5,0.622487364,0.096751801,0.096770847,1,1,,
22:19.6,0.632079145,0.096741659,0.096760702,1,1,,
22:19.6,0.641647197,0.096731541,0.096750582,1,1,,
22:19.7,0.651191578,0.096721448,0.096740485,1,1,,
22:19.7,0.660712343,0.096044378,0.096063216,1,1,,
22:19.7,0.696159643,0.0960074,0.096026228,1,1,,
22:19.8,0.731520426,0.095970503,0.095989319,1,1,,
22:19.8,0.766794881,0.095933685,0.095952491,1,1,,
22:19.8,0.801983195,0.095735639,0.095754387,1,1,,
22:19.8,0.863435014,0.095671599,0.095690328,1,1,,
22:19.9,0.924737,0.095607686,0.095626397,1,1,,
22:19.9,0.98588945,0.0955439,0.095562592,1,1,,
22:19.9,1.046892661,0.095292259,0.095310877,1,1,,
22:19.9,1.112518927,0.095223855,0.095242453,1,1,,
22:20.0,1.17798515,0.095155584,0.095174162,1,1,,
22:20.0,1.243291641,0.095087446,0.095106005,1,1,,
22:20.0,1.30843871,0.09422634,0.094244648,1,1,,
22:20.0,1.385738689,0.094146492,0.094164777,1,1,,
22:20.1,1.462851849,0.094066792,0.094085053,1,1,,
22:20.1,1.539778536,0.093987239,0.094005478,1,1,,
22:20.1,1.616519095,0.091883215,0.091900847,1,1,,
22:20.1,1.735319572,0.09176218,0.091779777,1,1,,
22:20.2,1.853836866,0.091641332,0.091658894,1,1,,
22:20.2,1.972071415,0.09152067,0.091538198,1,1,,
22:20.2,2.090023654,0.09095893,0.090976297,1,1,,
22:20.2,2.23630815,0.090809807,0.090827131,1,1,,
22:20.3,2.382243746,0.090660884,0.090678166,1,1,,
22:20.3,2.527830911,0.090512162,0.090529402,1,1,,
22:20.3,2.673070114,0.091321147,0.091338618,1,1,,
22:20.3,2.792036671,0.091198724,0.09121616,1,1,,
22:20.4,2.910716798,0.09107649,0.091093891,1,1,,
22:20.4,3.029110936,0.090954446,0.090971811,1,1,,
22:20.4,3.14721953,0.093243402,0.093261425,1,1,,
22:20.4,3.190124547,0.093198253,0.093216263,1,1,,
22:20.5,3.232923929,0.0931532,0.093171197,1,1,,
22:20.5,3.2756179,0.093108242,0.093126227,1,1,,
22:20.5,3.318206687,0.093153872,0.093171869,1,1,,
22:20.5,3.359245142,0.093110597,0.093128581,1,1,,
22:20.6,3.400182347,0.093067414,0.093085386,1,1,,
22:20.6,3.441018518,0.093024324,0.093042284,1,1,,
22:20.6,3.481753873,0.092163947,0.092181659,1,1,,
22:20.6,3.537000631,0.092106012,0.092123708,1,1,,
22:20.7,3.592111841,0.092048195,0.092065874,1,1,,
22:20.7,3.647087776,0.091990496,0.092008158,1,1,,
22:20.7,3.701928713,0.092484613,0.092502417,1,1,,
22:20.7,3.747511908,0.092436518,0.092454309,1,1,,
22:20.8,3.792982577,0.092388525,0.092406302,1,1,,
22:20.8,3.838340958,0.092340634,0.092358397,1,1,,
22:20.8,3.883587288,0.092138083,0.092155788,1,1,,
22:20.8,3.931766574,0.092087247,0.092104937,1,1,,
22:20.9,3.979826918,0.092036516,0.092054192,1,1,,
22:20.9,4.02776857,0.091985892,0.092003553,1,1,,
22:20.9,4.075591778,0.094510492,0.094528883,1,1,,
22:20.9,4.024180597,0.094565971,0.094584378,1,1,,
22:20.9,3.97289922,0.094621292,0.094639715,1,1,,
22:21.0,3.921747276,0.094676455,0.094694894,1,1,,
22:21.0,3.870724397,0.094619532,0.094637955,1,1,,
22:21.0,3.828733912,0.094664819,0.094683254,1,1,,
22:21.0,3.786849384,0.094709979,0.094728428,1,1,,
22:21.1,3.745070516,0.094755013,0.094773475,1,1,,
22:21.1,3.703397015,0.094440252,0.094458622,1,1,,
22:21.1,3.689223436,0.094455722,0.094474097,1,1,,
22:21.1,3.675086053,0.094471151,0.094489531,1,1,,
22:21.2,3.66098477,0.09448654,0.094504924,1,1,,
22:21.2,3.64691949,0.094427422,0.094445788,1,1,,
22:21.2,3.658630798,0.094414611,0.094432974,1,1,,
22:21.2,3.670312133,0.094401832,0.094420191,1,1,,
22:21.3,3.681963569,0.094389085,0.09440744,1,1,,
22:21.3,3.69358518,0.093850308,0.093868507,1,1,,
22:21.3,3.726381152,0.093814818,0.093833007,1,1,,
22:21.3,3.759094089,0.093779409,0.093797587,1,1,,
22:21.4,3.79172418,0.093744079,0.093762247,1,1,,
22:21.4,3.82427161,0.094656392,0.094674825,1,1,,
22:21.4,3.821614345,0.094659304,0.094677738,1,1,,
22:21.4,3.818963894,0.094662209,0.094680644,1,1,,
22:21.5,3.816320238,0.094665106,0.094683542,1,1,,
22:21.5,3.813683362,0.094999205,0.095017738,1,1,,
22:21.5,3.77785639,0.095037889,0.095056433,1,1,,
22:21.6,3.742119927,0.095076467,0.095095022,1,1,,
22:21.6,3.706473723,0.095114938,0.095133505,1,1,,
22:21.7,3.67091753,0.095655008,0.095673733,1,1,,
22:21.7,3.62005723,0.095709565,0.095728305,1,1,,
22:21.7,3.569324575,0.095763967,0.095782723,1,1,,
22:21.7,3.518719203,0.095818215,0.095836987,1,1,,
22:21.8,3.468240756,0.096581669,0.096600665,1,1,,
22:21.8,3.40611697,0.09664803,0.096667045,1,1,,
22:21.8,3.344148448,0.096714199,0.096733234,1,1,,
22:21.8,3.282334741,0.096780178,0.096799233,1,1,,
22:37.4,3.220675405,0.096564072,0.096583063,1,1,,
22:37.4,3.164184743,0.096624387,0.096643396,1,1,,
22:37.5,3.107835199,0.09668453,0.096703557,1,1,,
22:37.5,3.051626371,0.096744502,0.096763547,1,1,,
22:37.5,2.99555786,0.093155998,0.093173996,1,1,,
22:37.6,3.038708812,0.093110627,0.093128612,1,1,,
22:37.6,3.081753609,0.093065352,0.093083324,1,1,,
22:37.6,3.124692477,0.093020174,0.093038132,1,1,,
22:37.6,3.167525642,0.094725677,0.094744131,1,1,,
22:37.7,3.140184858,0.094755113,0.094773574,1,1,,
22:37.7,3.112912943,0.094784469,0.094802939,1,1,,
22:37.7,3.085709713,0.094813746,0.094832225,1,1,,
22:37.8,3.058574983,0.094813531,0.09483201,1,1,,
22:37.8,3.029445144,0.094844885,0.094863373,1,1,,
22:37.8,3.000388663,0.094876153,0.09489465,1,1,,
22:37.8,2.971405341,0.094907338,0.094925844,1,1,,
22:37.9,2.942494982,0.09414789,0.094166175,1,1,,
22:37.9,2.955643513,0.09413366,0.094151941,1,1,,
22:37.9,2.968758753,0.094119465,0.094137742,1,1,,
22:38.0,2.98184078,0.094105305,0.094123577,1,1,,
22:38.0,2.994889675,0.093603054,0.093621181,1,1,,
22:38.0,3.023143517,0.093572771,0.093590889,1,1,,
22:38.0,3.051326507,0.093542557,0.093560667,1,1,,
22:38.1,3.079438805,0.093512412,0.093530513,1,1,,
22:38.1,3.107480575,0.09290953,0.092927457,1,1,,
22:38.1,3.169507275,0.092843869,0.092861776,1,1,,
22:38.2,3.231380348,0.092778338,0.092796227,1,1,,
22:38.2,3.293100101,0.092712938,0.092730808,1,1,,
22:38.2,3.354666839,0.093456271,0.093474356,1,1,,
22:38.2,3.38314337,0.093425662,0.093443738,1,1,,
22:38.3,3.411548285,0.093395123,0.09341319,1,1,,
22:38.3,3.439881748,0.093364653,0.093382712,1,1,,
22:38.3,3.468143921,0.093807226,0.093825413,1,1,,
22:38.4,3.487544917,0.093786238,0.093804419,1,1,,
22:38.4,3.506896807,0.0937653,0.093783474,1,1,,
22:38.4,3.526199708,0.093744411,0.093762579,1,1,,
22:38.5,3.545453736,0.093191066,0.093209074,1,1,,
22:38.5,3.611394322,0.093120968,0.093138956,1,1,,
22:38.5,3.6771709,0.093051007,0.093068975,1,1,,
22:38.6,3.742783794,0.092981185,0.092999132,1,1,,
22:38.6,3.808233325,0.094199289,0.094217589,1,1,,
22:38.7,3.822720399,0.094183522,0.094201818,1,1,,
22:38.7,3.837170585,0.094167795,0.094186086,1,1,,
22:38.7,3.851583972,0.094152105,0.094170391,1,1,,
22:38.8,3.865960651,0.094584541,0.094602953,1,1,,
22:38.8,3.846196406,0.094606001,0.094624419,1,1,,
22:38.9,3.82648237,0.094627403,0.094645828,1,1,,
22:38.9,3.806818408,0.094648748,0.094667179,1,1,,
22:38.9,3.787204388,0.09471972,0.094738172,1,1,,
22:39.0,3.754564156,0.094754858,0.094773319,1,1,,
22:39.0,3.722006135,0.0947899,0.094808372,1,1,,
22:39.0,3.689530101,0.094824847,0.094843329,1,1,,
22:39.1,3.657135831,0.093735411,0.093753576,1,1,,
22:39.1,3.674413312,0.093716918,0.093735078,1,1,,
22:39.1,3.691647524,0.093698468,0.093716623,1,1,,
22:39.2,3.70883857,0.093680062,0.093698211,1,1,,
22:39.2,3.725986552,0.092406234,0.092424016,1,1,,
22:39.2,3.771753936,0.092357952,0.09237572,1,1,,
22:39.2,3.817408355,0.092309772,0.092327526,1,1,,
22:39.3,3.862950048,0.092261694,0.092279434,1,1,,
22:39.3,3.908379254,0.092521066,0.092538881,1,1,,
22:39.3,3.948489197,0.09247858,0.092496383,1,1,,
22:39.3,3.988499736,0.092436187,0.092453977,1,1,,
22:39.4,4.028411088,0.092393885,0.092411663,1,1,,
22:39.4,4.068223467,0.092154058,0.092171767,1,1,,
22:39.4,4.111427935,0.092108316,0.092126012,1,1,,
22:39.4,4.154525383,0.092062672,0.092080356,1,1,,
22:39.4,4.197516038,0.092017126,0.092034796,1,1,,
22:39.5,4.240400131,0.092449693,0.092467488,1,1,,
22:39.5,4.274305212,0.09241359,0.092431374,1,1,,
22:39.5,4.308125823,0.092377567,0.09239534,1,1,,
22:39.6,4.341862152,0.092341624,0.092359387,1,1,,
22:39.6,4.375514385,0.091724332,0.091741918,1,1,,
22:39.6,4.420338968,0.091676807,0.09169438,1,1,,
22:39.6,4.465052358,0.091629384,0.091646942,1,1,,
22:39.6,4.500040491,0.112929885,0,1,0,,
22:39.7,4.4919184,0.112941524,0,1,0,,
22:39.7,4.454252213,0.115967377,0,1,0,,
22:39.7,4.336255459,0.116135432,0,1,0,,
22:39.7,4.218455274,0.116303094,0,1,0,,
22:39.8,4.1008512,0.116470366,0,1,0,,
22:39.8,3.983442778,0.116953031,0,1,0,,
22:39.8,3.852873076,0.117138453,0,1,0,,
22:39.8,3.722520257,0.117323464,0,1,0,,
22:39.9,3.59238384,0.117508065,0,1,0,,
22:39.9,3.462463346,0.116903599,0,1,0,,
22:39.9,3.362252905,0.117047117,0,1,0,,
22:39.9,3.262210335,0.11719031,0,1,0,,
22:40.0,3.162335253,0.117333179,0,1,0,,
22:40.0,3.062627281,0.11672912,0,1,0,,
22:40.0,2.97696747,0.11685165,0,1,0,,
22:40.0,2.891450979,0.116973914,0,1,0,,
22:40.1,2.806077497,0.117095914,0,1,0,,
22:40.1,2.720846715,0.116808186,0,1,0,,
22:40.1,2.643881448,0.116918113,0,1,0,,
22:40.2,2.567044759,0.117027809,0,1,0,,
22:40.2,2.490336379,0.117137274,0,1,0,,
22:40.2,2.413756036,0.11723524,0,1,0,,
22:40.2,2.333892132,0.11734885,0,1,0,,
22:40.3,2.254161115,0.11746222,0,1,0,,
22:40.3,2.174562703,0.117575351,0,1,0,,
22:40.3,2.095096618,0.117815818,0,1,0,,
22:40.4,2.001448766,0.11794792,0,1,0,,
22:40.4,1.907955429,0.118079735,0,1,0,,
22:40.4,1.814616273,0.118211266,0,1,0,,
22:40.4,1.721430964,0.117884992,0,1,0,,
22:40.5,1.642812728,0.117995932,0,1,0,,
22:40.5,1.564324255,0.118106642,0,1,0,,
22:40.5,1.485965275,0.118217121,0,1,0,,
22:40.6,1.407735521,0.11751801,0,1,0,,
22:40.6,1.354800694,0.117593117,0,1,0,,
22:40.6,1.301953718,0.117668077,0,1,0,,
22:40.6,1.249194421,0.117742892,0,1,0,,
22:40.7,1.196522633,0.118281278,0,1,0,,
22:40.7,1.123514327,0.118384559,0,1,0,,
22:40.7,1.050626826,0.118487628,0,1,0,,
22:40.8,0.999932522,0.096495844,0.096514815,1,1,,
22:40.8,1.004300683,0.096491197,0.096510167,1,1,,
22:40.8,1.01869034,0.0963916,0.09641054,1,1,,
22:40.8,1.026646603,0.096383158,0.096402096,1,1,,
22:40.9,1.034583113,0.096374736,0.096393672,1,1,,
22:40.9,1.04249992,0.096366335,0.096385268,1,1,,
22:40.9,1.050397071,0.096344642,0.096363568,1,1,,
22:41.0,1.083726358,0.096309485,0.096328401,1,1,,
22:41.0,1.116973389,0.096274406,0.096293312,1,1,,
22:41.0,1.150138345,0.096239404,0.0962583,1,1,,
22:41.1,1.183221408,0.097028223,0.097047351,1,1,,
22:41.1,1.197793898,0.097012667,0.097031791,1,1,,
22:41.1,1.212329993,0.096997149,0.097016267,1,1,,
22:41.1,1.226829778,0.096981667,0.097000781,1,1,,
22:41.2,1.241293341,0.096343184,0.09636211,1,1,,
22:41.2,1.285230731,0.096296856,0.096315768,1,1,,
22:41.2,1.329059728,0.096250626,0.096269525,1,1,,
22:41.3,1.372780561,0.096204495,0.09622338,1,1,,
22:41.3,1.416393462,0.096249888,0.096268787,1,1,,
22:41.3,1.460751516,0.096203102,0.096221988,1,1,,
22:41.4,1.505000105,0.096156416,0.096175288,1,1,,
22:41.4,1.549139463,0.096109829,0.096128687,1,1,,
22:41.4,1.593169822,0.097108705,0.097127857,1,1,,
22:41.4,1.57453143,0.09712859,0.097147747,1,1,,
22:41.5,1.55593956,0.097148422,0.097167585,1,1,,
22:41.5,1.537394093,0.097168203,0.097187372,1,1,,
22:41.5,1.518894906,0.097637446,0.097656753,1,1,,
22:41.6,1.487354224,0.097670891,0.097690208,1,1,,
22:41.6,1.455891793,0.097704246,0.097723573,1,1,,
22:41.6,1.424507402,0.097737513,0.09775685,1,1,,
22:41.6,1.393200846,0.097224747,0.097243933,1,1,,
22:41.7,1.372384743,0.097246862,0.097266054,1,1,,
22:41.7,1.351620381,0.097268919,0.097288117,1,1,,
22:41.8,1.330907627,0.097290918,0.097310123,1,1,,
22:41.8,1.310246344,0.097322425,0.097341639,1,1,,
22:41.8,1.288580837,0.09734543,0.097364651,1,1,,
22:41.9,1.266969155,0.097368375,0.097387603,1,1,,
22:41.9,1.245411157,0.097391259,0.097410494,1,1,,
22:41.9,1.223906701,0.097196628,0.097215805,1,1,,
22:42.0,1.207293021,0.097214286,0.097233469,1,1,,
22:42.0,1.190720657,0.097231899,0.097251086,1,1,,
22:42.0,1.1741895,0.097249466,0.097268659,1,1,,
22:42.1,1.157699445,0.097112318,0.09713147,1,1,,
22:42.1,1.144290728,0.097126579,0.097145735,1,1,,
22:42.1,1.130915378,0.097140803,0.097159964,1,1,,
22:42.1,1.117573308,0.097154991,0.097174156,1,1,,
22:42.2,1.104264434,0.097355176,0.0973744,1,1,,
22:42.2,1.086967678,0.09737355,0.097392779,1,1,,
22:42.2,1.06971391,0.097391876,0.097411111,1,1,,
22:42.3,1.052503019,0.097410155,0.097429395,1,1,,
22:42.3,1.035334896,0.096776553,0.096795606,1,1,,
22:42.3,1.041714565,0.096769762,0.096788813,1,1,,
22:42.4,1.048078346,0.096762987,0.096782037,1,1,,
22:42.4,1.054426276,0.096756229,0.096775277,1,1,,
22:42.4,1.060758396,0.096441602,0.096460557,1,1,,
22:42.4,1.094465167,0.096406061,0.096425006,1,1,,
22:42.5,1.128088783,0.096370598,0.096389533,1,1,,
22:42.5,1.161629428,0.096335214,0.096354138,1,1,,
22:42.5,1.195087284,0.096016612,0.096035443,1,1,,
22:42.6,1.2534094,0.095955439,0.095974251,1,1,,
22:42.6,1.311588389,0.095894388,0.095913183,1,1,,
22:42.6,1.36962454,0.095833461,0.095852238,1,1,,
22:42.7,1.427518139,0.096269674,0.096288578,1,1,,
22:42.7,1.479446714,0.096214991,0.09623388,1,1,,
22:42.7,1.531247349,0.096160422,0.096179295,1,1,,
22:42.7,1.58292031,0.096105966,0.096124823,1,1,,
22:42.8,1.63446586,0.094352322,0.094370666,1,1,,
22:42.8,1.711319181,0.094272796,0.094291117,1,1,,
22:42.8,1.787986435,0.094193417,0.094211715,1,1,,
22:42.9,1.864467968,0.094114186,0.094132461,1,1,,
22:42.9,1.940764126,0.093710045,0.093728203,1,1,,
22:42.9,2.006502901,0.093641979,0.093660118,1,1,,
22:43.0,2.072082424,0.093574046,0.093592165,1,1,,
22:43.0,2.137503006,0.093506244,0.093524344,1,1,,
22:43.0,2.202764952,0.094128333,0.094146613,1,1,,
22:43.0,2.250400886,0.094078615,0.09409688,1,1,,
22:43.1,2.297920496,0.094029001,0.094047252,1,1,,
22:43.1,2.345324024,0.09397949,0.093997726,1,1,,
22:43.1,2.392611712,0.09361642,0.093634551,1,1,,
22:43.2,2.445140444,0.093561655,0.09357977,1,1,,
22:43.2,2.497541044,0.093507002,0.093525101,1,1,,
22:43.2,2.549813772,0.09345246,0.093470544,1,1,,
22:43.3,2.60195889,0.093615926,0.093634056,1,1,,
22:43.3,2.650365044,0.093565291,0.093583407,1,1,,
22:43.3,2.698652729,0.093514761,0.093532863,1,1,,
22:43.4,2.746822191,0.093464337,0.093482424,1,1,,
22:43.4,2.794873675,0.092707214,0.092725083,1,1,,
22:43.4,2.855015964,0.092644559,0.092662409,1,1,,
22:43.5,2.91501166,0.092582028,0.09259986,1,1,,
22:43.5,2.974861053,0.092519621,0.092537436,1,1,,
22:43.5,3.034564435,0.092653125,0.092670978,1,1,,
22:43.6,3.084646452,0.092600618,0.092618456,1,1,,
22:43.6,3.134605621,0.092548221,0.092566044,1,1,,
22:43.6,3.184442196,0.092495932,0.092513739,1,1,,
22:43.7,3.234156432,0.094580594,0.094599005,1,1,,
22:43.7,3.210504646,0.094606159,0.094624578,1,1,,
22:43.7,3.186912674,0.094631656,0.094650082,1,1,,
22:43.8,3.163380356,0.094657084,0.094675517,1,1,,
22:43.8,3.139907533,0.0927615,0.092779384,1,1,,
22:43.8,3.213784465,0.092683359,0.09270122,1,1,,
22:43.9,3.287478571,0.092605366,0.092623205,1,1,,
22:43.9,3.3609902,0.092527522,0.092545338,1,1,,
22:43.9,3.434319698,0.092102212,0.092119907,1,1,,
22:43.9,3.515479054,0.092016515,0.092034184,1,1,,
22:44.0,3.596437905,0.091930975,0.09194862,1,1,,
22:44.0,3.677196621,0.091845593,0.091863214,1,1,,
22:44.0,3.757755571,0.093013672,0.093031629,1,1,,
22:44.1,3.800502527,0.092967767,0.09298571,1,1,,
22:44.1,3.843142078,0.092921961,0.092939891,1,1,,
22:44.1,3.88567446,0.092876255,0.092894172,1,1,,
22:44.2,3.928099903,0.093057564,0.093075534,1,1,,
22:44.2,3.948361705,0.093035589,0.093053552,1,1,,
22:44.2,3.968572093,0.093013665,0.093031622,1,1,,
22:44.3,3.988731187,0.092991794,0.093009744,1,1,,
22:44.3,4.008839108,0.093440058,0.093458138,1,1,,
22:44.3,4.025925504,0.093421495,0.093439569,1,1,,
22:44.4,4.042968467,0.093402976,0.093421045,1,1,,
22:44.4,4.0599681,0.093384501,0.093402565,1,1,,
22:44.4,4.07692451,0.093717603,0.093735764,1,1,,
22:44.4,4.112411651,0.093679218,0.093697367,1,1,,
22:44.4,4.147808983,0.093640919,0.093659057,1,1,,
22:44.5,4.183116707,0.093602705,0.093620832,1,1,,
22:44.5,4.218335024,0.094482938,0.09450132,1,1,,
22:44.6,4.190343572,0.094513357,0.094531748,1,1,,
22:44.6,4.162423292,0.094543693,0.094562093,1,1,,
22:44.6,4.134573989,0.094573947,0.094592356,1,1,,
22:44.6,4.10679547,0.093122004,0.093139992,1,1,,
22:44.7,4.118541736,0.093109341,0.093127326,1,1,,
22:44.7,4.130258376,0.09309671,0.093114691,1,1,,
22:44.7,4.141945463,0.093084109,0.093102086,1,1,,
22:44.7,4.153603067,0.091667337,0.091684907,1,1,,
22:44.8,4.204317471,0.091613795,0.091631349,1,1,,
22:44.8,4.254906602,0.091560363,0.091577902,1,1,,
22:44.8,4.305370721,0.091507043,0.091524567,1,1,,
22:44.8,4.355710088,0.091503796,0.091521318,1,1,,
22:44.9,4.405576522,0.091451048,0.091468555,1,1,,
22:44.9,4.455319542,0.09139841,0.091415902,1,1,,
22:44.9,4.500032554,0.112714824,0,1,0,,
22:44.9,4.496831172,0.112719415,0,1,0,,
22:45.0,4.464463026,0.112686566,0,1,0,,
22:45.0,4.433991121,0.112730265,0,1,0,,
22:45.0,4.403570329,0.112773884,0,1,0,,
22:45.0,4.373200558,0.112817422,0,1,0,,
22:45.0,4.342881712,0.112564716,0,1,0,,
22:45.1,4.31984996,0.112597759,0,1,0,,
22:45.1,4.296856858,0.112630743,0,1,0,,
22:45.1,4.273902336,0.112663667,0,1,0,,
22:45.1,4.250986324,0.112685435,0,1,0,,
22:45.2,4.228757037,0.112717317,0,1,0,,
22:45.2,4.206565042,0.112749141,0,1,0,,
22:45.2,4.18441027,0.112780908,0,1,0,,
22:45.2,4.162292654,0.115004053,0,1,0,,
22:45.2,4.079445599,0.115122071,0,1,0,,
22:45.3,3.996736587,0.115239838,0,1,0,,
22:45.3,3.914165322,0.115357354,0,1,0,,
22:45.3,3.831731514,0.115338609,0,1,0,,
22:45.4,3.748725604,0.115457993,0,1,0,,
22:45.4,3.665859334,0.115577117,0,1,0,,
22:45.4,3.5831324,0.115695983,0,1,0,,
22:45.5,3.500544501,0.116148756,0,1,0,,
22:45.5,3.418638358,0.116266085,0,1,0,,
