timestamp,TANK_LEVEL
2020-04-20 20:37:44.857581,3.0
2020-04-20 20:37:45.846338,3.0
2020-04-20 20:37:46.840484,3.0
2020-04-20 20:37:47.844849,3.0
2020-04-20 20:37:48.912592,3.0
2020-04-20 20:37:49.894477,3.0
2020-04-20 20:37:50.758608,2.862473964691162
2020-04-20 20:37:51.561024,2.725356101989746
2020-04-20 20:37:52.341084,2.673898935317993
2020-04-20 20:37:53.165944,2.622570037841797
2020-04-20 20:37:54.088572,2.541826009750366
2020-04-20 20:37:54.930815,2.5016050338745117
2020-04-20 20:37:55.850283,2.42802095413208
2020-04-20 20:37:56.752703,2.3946409225463867
2020-04-20 20:37:57.617471,2.3613440990448
2020-04-20 20:37:58.492762,2.328130006790161
2020-04-20 20:37:59.348455,2.341154098510742
2020-04-20 20:38:00.160990,2.367103099822998
2020-04-20 20:38:01.047328,2.3800289630889893
2020-04-20 20:38:01.836517,2.4123120307922363
2020-04-20 20:38:02.712520,2.4445159435272217
2020-04-20 20:38:03.556799,2.508681058883667
2020-04-20 20:38:04.356717,2.535473108291626
2020-04-20 20:38:05.185922,2.562196969985962
2020-04-20 20:38:05.952789,2.5888540744781494
2020-04-20 20:38:06.738245,2.6125199794769287
2020-04-20 20:38:07.612643,2.609602928161621
2020-04-20 20:38:08.486360,2.606693983078003
2020-04-20 20:38:09.293473,2.603792905807495
2020-04-20 20:38:10.132450,2.6068201065063477
2020-04-20 20:38:10.949018,2.612852096557617
2020-04-20 20:38:11.831857,2.6158559322357178
2020-04-20 20:38:12.602469,2.638211965560913
2020-04-20 20:38:13.392878,2.660511016845703
2020-04-20 20:38:14.204417,2.7049388885498047
2020-04-20 20:38:15.012569,2.685417890548706
2020-04-20 20:38:15.843549,2.6659469604492188
2020-04-20 20:38:16.597876,2.6465249061584473
2020-04-20 20:38:17.388814,2.6271519660949707
2020-04-20 20:38:18.208822,2.535022020339966
2020-04-20 20:38:19.041195,2.4891300201416016
2020-04-20 20:38:19.890066,2.443351984024048
2020-04-20 20:38:20.676523,2.450026035308838
2020-04-20 20:38:21.484626,2.456674098968506
2020-04-20 20:38:22.336837,2.4698920249938965
2020-04-20 20:38:23.224565,2.4876129627227783
2020-04-20 20:38:24.064162,2.5052649974823
2020-04-20 20:38:24.856644,2.522845983505249
2020-04-20 20:38:25.624653,2.5403590202331543
2020-04-20 20:38:26.448569,2.5683300495147705
2020-04-20 20:38:27.245064,2.623945951461792
2020-04-20 20:38:28.085042,2.65159010887146
2020-04-20 20:38:28.864413,2.6760098934173584
2020-04-20 20:38:29.648525,2.7003331184387207
2020-04-20 20:38:30.480700,2.7486839294433594
2020-04-20 20:38:31.288462,2.770272970199585
2020-04-20 20:38:32.158233,2.791778087615967
2020-04-20 20:38:32.991185,2.8345329761505127
2020-04-20 20:38:33.760686,2.8345329761505127
2020-04-20 20:38:34.596944,2.85117506980896
2020-04-20 20:38:35.426207,2.8594460487365723
2020-04-20 20:38:36.248604,2.867682933807373
2020-04-20 20:38:37.058141,2.760258913040161
2020-04-20 20:38:37.849598,2.760258913040161
2020-04-20 20:38:38.668817,2.6536738872528076
2020-04-20 20:38:39.480636,2.579585075378418
2020-04-20 20:38:40.284864,2.4322609901428223
2020-04-20 20:38:41.068735,2.4322609901428223
2020-04-20 20:38:41.832597,2.3590240478515625
2020-04-20 20:38:42.688608,2.2335031032562256
2020-04-20 20:38:43.523172,2.171104907989502
2020-04-20 20:38:44.352796,2.108947992324829
2020-04-20 20:38:45.120620,2.0727639198303223
2020-04-20 20:38:45.897132,2.0366709232330322
2020-04-20 20:38:46.740525,1.9647560119628906
2020-04-20 20:38:47.548885,1.9459290504455566
2020-04-20 20:38:48.384646,1.9271490573883057
2020-04-20 20:38:49.198801,1.9084160327911377
2020-04-20 20:38:50.024872,1.8897310495376587
2020-04-20 20:38:50.888824,1.886625051498413
2020-04-20 20:38:51.710929,1.885077953338623
2020-04-20 20:38:52.593503,1.8835339546203613
