timestamp,T1,T2,T3,T4,T5,T7,PU1,PU2,V2,PU4,PU5,PU6,PU7,PU8,PU10,PU11
2020-11-03 22:10:28.721667,3.0,0.0,3.0,2.5,1.0,2.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2020-11-03 22:10:32.285267,3.0,0.0,3.0,2.5,1.0,2.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2020-11-03 22:10:36.244333,2.844505548477173,0.0,4.338592052459717,1.3950622081756592,1.6632589101791382,1.1573748588562012,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2020-11-03 22:10:40.066470,2.8709490299224854,0.0,4.307034969329834,1.401603102684021,1.7400411367416382,0.9929467439651489,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2020-11-03 22:10:43.827947,2.913119077682495,0.0,4.243921279907227,1.46820867061615,1.7721916437149048,0.9948632717132568,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2020-11-03 22:10:47.667805,2.928853988647461,0.0,4.212364673614502,1.6008039712905884,1.8317837715148926,1.0928622484207153,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2020-11-03 22:10:52.055683,2.9385175704956055,0.0,4.180807590484619,1.6667940616607666,1.8592318296432495,1.1886413097381592,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2020-11-03 22:10:56.393902,2.9481842517852783,0.0,4.117693901062012,1.7325791120529175,1.8866713047027588,1.2841745615005493,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2020-11-03 22:11:00.686045,2.967526912689209,0.0,4.086137294769287,1.7981595993041992,1.9141018390655518,1.379462718963623,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2020-11-03 22:11:05.004489,2.977202892303467,0.0,4.054580211639404,1.8635354042053223,1.941523790359497,1.4745069742202759,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2020-11-03 22:11:09.387884,2.986881732940674,0.0,4.02302360534668,1.9287067651748657,1.9963412284851074,1.6638668775558472,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2020-11-03 22:11:13.601295,2.99656343460083,0.0,3.991466760635376,2.064255714416504,2.025137186050415,1.7754465341567993,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2020-11-03 22:11:17.921216,3.0077853202819824,0.0,3.927093744277954,2.1346259117126465,2.0539257526397705,1.886744737625122,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2020-11-03 22:11:22.464223,3.030237913131714,0.0,3.894907236099243,2.2047841548919678,2.0827066898345947,1.9977625608444214,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2020-11-03 22:11:26.800907,3.041468858718872,0.0,3.8627207279205322,2.274731159210205,2.1114799976348877,2.1085009574890137,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2020-11-03 22:11:30.928970,3.0527029037475586,0.0,3.8305344581604004,2.3444664478302,2.1402456760406494,2.2189605236053467,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2020-11-03 22:11:35.367499,3.0639398097991943,0.0,3.7983479499816895,2.4139907360076904,2.16900372505188,2.4390480518341064,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2020-11-03 22:11:39.481703,3.0751798152923584,0.0,3.7339749336242676,2.552406072616577,2.2264974117279053,2.548677444458008,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2020-11-03 22:11:43.783802,3.0864226818084717,0.0,3.7017884254455566,2.6212973594665527,2.255232810974121,2.658031702041626,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2020-11-03 22:11:48.169210,3.108917713165283,0.0,3.6696019172668457,2.6899781227111816,2.2839605808258057,2.7671120166778564,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2020-11-03 22:11:52.684116,3.1201694011688232,0.0,3.6374154090881348,2.758448362350464,2.312680721282959,2.8759191036224365,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2020-11-03 22:11:57.207211,3.1314241886138916,0.0,3.605228900909424,2.8267083168029785,2.3717329502105713,3.0956759452819824,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2020-11-03 22:12:01.853404,3.143446683883667,0.0,3.536621570587158,2.9738574028015137,2.402064323425293,3.2066216468811035,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2020-11-03 22:12:06.475950,3.167499542236328,0.0,3.5023179054260254,3.047105550765991,2.432387351989746,3.317291736602783,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2020-11-03 22:12:10.612578,3.185291290283203,0.0,3.4680142402648926,3.120136260986328,2.4671270847320557,3.3551368713378906,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2020-11-03 22:12:14.808283,3.203071117401123,0.0,3.4337105751037598,3.1929495334625244,2.536560535430908,3.37406587600708,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2020-11-03 22:12:19.227821,3.220839023590088,0.0,3.399406671524048,3.3379249572753906,2.571254253387451,3.392998695373535,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
