Timestamps,T1_LEVEL,T2_LEVEL,T0_LEVEL,P_RAW1_FLOW,P_RAW1_STATUS,P_RAW2_FLOW,P_RAW2_STATUS,P_B2_FLOW,P_B2_STATUS,P_B1_FLOW,P_B1_STATUS,V_Gi_G_FLOW,V_Gi_G_STATUS,V_Gi_B_FLOW,V_Gi_B_STATUS,V_SWaT_FLOW,V_SWaT_STATUS,V_PUB_FLOW,V_PUB_STATUS,V_ER2i_FLOW,V_ER2i_STATUS,V_ER2o_FLOW,V_ER2o_STATUS,V_ER1i_FLOW,V_ER1i_STATUS,V_ER1o_FLOW,V_ER1o_STATUS,FCV_ER_FLOW,FCV_ER_STATUS,FCV_RWin_FLOW,FCV_RWin_STATUS,Attack#01,Attack#02
2020-07-09 19:21:03.117732,0.32128829999999997,0.17512516044009985,0.5380711974762764,0,0,0,0,0,0,0,0,1.4756991434390755e-05,1,0,0,0.0,0,0.0,0,0,0,1.4756991434390755e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-07-09 19:21:03.328284,0.32128829999999997,0.17478066612421683,0.5380711974762764,0,0,0,0,0,0,0,0,1.4704064897705723e-05,1,0,0,0.0,0,0.0,0,0,0,1.4704064897705723e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-07-09 19:21:03.549734,0.32128829999999997,0.17443740735089874,0.5380711974762764,0,0,0,0,0,0,0,0,1.4622192491928877e-05,1,0,0,0.0,0,0.0,0,0,0,1.4622192491928877e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-07-09 19:21:03.817100,0.32128829999999997,0.17409605984645582,0.5380711974762764,0,0,0,0,0,0,0,0,1.461462924742547e-05,1,0,0,0.0,0,0.0,0,0,0,1.461462924742547e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-07-09 19:21:04.019376,0.32128829999999997,0.1737548889020355,0.5380711974762764,0,0,0,0,0,0,0,0,1.460344444194996e-05,1,0,0,0.0,0,0.0,0,0,0,1.4603444441949962e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-07-09 19:21:04.226131,0.32128829999999997,0.17341397906110134,0.5380711974762764,0,0,0,0,0,0,0,0,1.4588506823945783e-05,1,0,0,0.0,0,0.0,0,0,0,1.4588506823945783e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-07-09 19:21:04.436050,0.32128829999999997,0.17307341793111664,0.5380711974762764,0,0,0,0,0,0,0,0,1.4444297357289161e-05,1,0,0,0.0,0,0.0,0,0,0,1.4444297357289158e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-07-09 19:21:04.712492,0.32128829999999997,0.17273622329638139,0.5380711974762764,0,0,0,0,0,0,0,0,1.4243158398534332e-05,1,0,0,0.0,0,0.0,0,0,0,1.4243158398534332e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-07-09 19:21:04.947851,0.32128829999999997,0.17240372414637983,0.5380711974762764,0,0,0,0,0,0,0,0,1.4076391465781461e-05,1,0,0,0.0,0,0.0,0,0,0,1.4076391465781461e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-07-09 19:21:05.180090,0.32128829999999997,0.17207511808398124,0.5380711974762764,0,0,0,0,0,0,0,0,1.3932903782461527e-05,1,0,0,0.0,0,0.0,0,0,0,1.3932903782461527e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-07-09 19:21:05.384631,0.32128829999999997,0.1717498616671742,0.5380711974762764,0,0,0,0,0,0,0,0,1.380218353462364e-05,1,0,0,0.0,0,0.0,0,0,0,1.380218353462364e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-07-09 19:21:05.592524,0.32128829999999997,0.17142765684679517,0.5380711974762764,0,0,0,0,0,0,0,0,1.3584563608765541e-05,1,0,0,0.0,0,0.0,0,0,0,1.3584563608765541e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-07-09 19:21:05.899165,0.32128829999999997,0.171110532250784,0.5380711974762764,0,0,0,0,0,0,0,0,1.3585464300342957e-05,1,0,0,0.0,0,0.0,0,0,0,1.3585464300342957e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-07-09 19:21:06.096798,0.32128829999999997,0.1707933866285949,0.5380711974762764,0,0,0,0,0,0,0,0,1.3554992560399625e-05,1,0,0,0.0,0,0.0,0,0,0,1.3554992560399625e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-07-09 19:21:06.307138,0.32128829999999997,0.17047695235338,0.5380711974762764,0,0,0,0,0,0,0,0,1.3546597157415417e-05,1,0,0,0.0,0,0.0,0,0,0,1.3546597157415417e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-07-09 19:21:06.520364,0.32128829999999997,0.17016071406449607,0.5380711974762764,0,0,0,0,0,0,0,0,1.3537603398738016e-05,1,0,0,0.0,0,0.0,0,0,0,1.3537603398738018e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-07-09 19:21:06.796405,0.32128829999999997,0.1698446857302467,0.5380711974762764,0,0,0,0,0,0,0,0,1.3448621700424855e-05,1,0,0,0.0,0,0.0,0,0,0,1.3448621700424859e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-07-09 19:21:06.997842,0.32128829999999997,0.16953073462762158,0.5380711974762764,0,0,0,0,0,0,0,0,1.3283511504975147e-05,1,0,0,0.0,0,0.0,0,0,0,1.3283511504975147e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-07-09 19:21:07.244522,0.32128829999999997,0.16922063793692588,0.5380711974762764,0,0,0,0,0,0,0,0,1.3161415807679753e-05,1,0,0,0.0,0,0.0,0,0,0,1.3161415807679754e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
