iteration,timestamp,T5,T7
1,2020-09-09 21:59:24.196695,1.0,2.5
2,2020-09-09 21:59:25.025003,1.0,2.5
3,2020-09-09 21:59:25.730732,1.0,2.5
4,2020-09-09 21:59:26.448847,1.0,2.5
5,2020-09-09 21:59:27.221838,1.0,2.5
6,2020-09-09 21:59:27.986376,1.0,2.5
7,2020-09-09 21:59:28.647343,1.4808101654052734,3.9424126148223877
8,2020-09-09 21:59:29.328103,1.4808101654052734,3.9424126148223877
9,2020-09-09 21:59:30.111756,1.4808101654052734,3.9424126148223877
10,2020-09-09 21:59:30.866569,1.4948053359985352,3.8698678016662598
11,2020-09-09 21:59:31.626354,1.4948053359985352,3.8698678016662598
12,2020-09-09 21:59:32.322648,1.4948053359985352,3.8698678016662598
13,2020-09-09 21:59:33.079107,1.5087984800338745,3.797398090362549
14,2020-09-09 21:59:33.747501,1.5087984800338745,3.797398090362549
15,2020-09-09 21:59:34.471202,1.5087984800338745,3.797398090362549
16,2020-09-09 21:59:35.211595,1.5223753452301025,3.725003242492676
17,2020-09-09 21:59:35.964510,1.5223753452301025,3.725003242492676
18,2020-09-09 21:59:36.732114,1.5223753452301025,3.725003242492676
19,2020-09-09 21:59:37.589806,1.5223753452301025,3.6526832580566406
20,2020-09-09 21:59:38.312265,1.5359470844268799,3.6526832580566406
21,2020-09-09 21:59:39.104621,1.5359470844268799,3.6526832580566406
22,2020-09-09 21:59:39.813409,1.5359470844268799,3.5804381370544434
23,2020-09-09 21:59:40.624710,1.549513816833496,3.5804381370544434
24,2020-09-09 21:59:41.452158,1.549513816833496,3.5804381370544434
25,2020-09-09 21:59:42.169057,1.549513816833496,3.508267641067505
26,2020-09-09 21:59:42.985862,1.5630754232406616,3.508267641067505
27,2020-09-09 21:59:43.719083,1.5630754232406616,3.508267641067505
28,2020-09-09 21:59:44.483941,1.5630754232406616,3.4361720085144043
29,2020-09-09 21:59:45.130236,1.5766321420669556,3.4361720085144043
30,2020-09-09 21:59:45.852587,1.5766321420669556,3.4361720085144043
31,2020-09-09 21:59:46.550387,1.5766321420669556,3.4361720085144043
32,2020-09-09 21:59:47.348580,1.5901838541030884,3.3641507625579834
33,2020-09-09 21:59:48.122508,1.5901838541030884,3.3641507625579834
34,2020-09-09 21:59:48.917383,1.5901838541030884,3.3641507625579834
35,2020-09-09 21:59:49.640804,1.6037304401397705,3.292203903198242
36,2020-09-09 21:59:50.449359,1.6037304401397705,3.292203903198242
37,2020-09-09 21:59:51.259937,1.6037304401397705,3.292203903198242
38,2020-09-09 21:59:52.145867,1.6037304401397705,3.2203311920166016
39,2020-09-09 21:59:52.951916,1.617272138595581,3.2203311920166016
40,2020-09-09 21:59:53.664740,1.617272138595581,3.2203311920166016
41,2020-09-09 21:59:54.449104,1.617272138595581,3.2203311920166016
42,2020-09-09 21:59:55.230361,1.630808711051941,3.1485321521759033
43,2020-09-09 21:59:56.000489,1.630808711051941,3.1485321521759033
44,2020-09-09 21:59:56.828633,1.630808711051941,3.1485321521759033
45,2020-09-09 21:59:57.536669,1.6443402767181396,3.0768065452575684
46,2020-09-09 21:59:58.353874,1.6443402767181396,3.0768065452575684
47,2020-09-09 21:59:59.190120,1.6443402767181396,3.0768065452575684
48,2020-09-09 21:59:59.980091,1.6578668355941772,3.0051543712615967
49,2020-09-09 22:00:00.822517,1.6578668355941772,3.0051543712615967
50,2020-09-09 22:00:01.614430,1.6578668355941772,3.0051543712615967
