Timestamps,T1_LEVEL,T2_LEVEL,T0_LEVEL,P_RAW1_FLOW,P_RAW1_STATUS,P_RAW2_FLOW,P_RAW2_STATUS,P_B2_FLOW,P_B2_STATUS,P_B1_FLOW,P_B1_STATUS,V_Gi_G_FLOW,V_Gi_G_STATUS,V_Gi_B_FLOW,V_Gi_B_STATUS,V_SWaT_FLOW,V_SWaT_STATUS,V_PUB_FLOW,V_PUB_STATUS,V_ER2i_FLOW,V_ER2i_STATUS,V_ER2o_FLOW,V_ER2o_STATUS,V_ER1i_FLOW,V_ER1i_STATUS,V_ER1o_FLOW,V_ER1o_STATUS,FCV_ER_FLOW,FCV_ER_STATUS,FCV_RWin_FLOW,FCV_RWin_STATUS,Attack#01,Attack#02
2020-06-15 18:13:18.913300,0.32128829999999997,0.17512516044009985,0.5380711974762764,0,0,0,0,0,0,0,0,1.4756991434390755e-05,1,0,0,0.0,0,0.0,0,0,0,1.4756991434390755e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-06-15 18:13:19.119227,0.32128829999999997,0.17478066612421683,0.5380711974762764,0,0,0,0,0,0,0,0,1.4704064897705726e-05,1,0,0,0.0,0,0.0,0,0,0,1.4704064897705725e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-06-15 18:13:19.318287,0.32128829999999997,0.17443740735089874,0.5380711974762764,0,0,0,0,0,0,0,0,1.4622192491928877e-05,1,0,0,0.0,0,0.0,0,0,0,1.4622192491928877e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-06-15 18:13:19.590276,0.32128829999999997,0.17409605984645582,0.5380711974762764,0,0,0,0,0,0,0,0,1.461462924742547e-05,1,0,0,0.0,0,0.0,0,0,0,1.461462924742547e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-06-15 18:13:19.807755,0.32128829999999997,0.1737548889020355,0.5380711974762764,0,0,0,0,0,0,0,0,1.4603444441949964e-05,1,0,0,0.0,0,0.0,0,0,0,1.4603444441949964e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-06-15 18:13:20.015946,0.32128829999999997,0.17341397906110134,0.5380711974762764,0,0,0,0,0,0,0,0,1.4588506823945783e-05,1,0,0,0.0,0,0.0,0,0,0,1.4588506823945783e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-06-15 18:13:20.230416,0.32128829999999997,0.17307341793111664,0.5380711974762764,0,0,0,0,0,0,0,0,1.4444297357289161e-05,1,0,0,0.0,0,0.0,0,0,0,1.4444297357289158e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-06-15 18:13:20.520672,0.32128829999999997,0.17273622329638139,0.5380711974762764,0,0,0,0,0,0,0,0,1.4243158398534332e-05,1,0,0,0.0,0,0.0,0,0,0,1.4243158398534332e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-06-15 18:13:20.734083,0.32128829999999997,0.17240372414637983,0.5380711974762764,0,0,0,0,0,0,0,0,1.4076391465781464e-05,1,0,0,0.0,0,0.0,0,0,0,1.4076391465781464e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-06-15 18:13:20.953586,0.32128829999999997,0.17207511808398124,0.5380711974762764,0,0,0,0,0,0,0,0,1.3932903782461523e-05,1,0,0,0.0,0,0.0,0,0,0,1.3932903782461523e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-06-15 18:13:21.179593,0.32128829999999997,0.1717498616671742,0.5380711974762764,0,0,0,0,0,0,0,0,1.3802183534623639e-05,1,0,0,0.0,0,0.0,0,0,0,1.3802183534623637e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-06-15 18:13:21.394743,0.32128829999999997,0.17142765684679517,0.5380711974762764,0,0,0,0,0,0,0,0,1.3584563608765543e-05,1,0,0,0.0,0,0.0,0,0,0,1.3584563608765543e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-06-15 18:13:21.702116,0.32128829999999997,0.171110532250784,0.5380711974762764,0,0,0,0,0,0,0,0,1.3585464300342957e-05,1,0,0,0.0,0,0.0,0,0,0,1.3585464300342954e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-06-15 18:13:21.935995,0.32128829999999997,0.1707933866285949,0.5380711974762764,0,0,0,0,0,0,0,0,1.3554992560399623e-05,1,0,0,0.0,0,0.0,0,0,0,1.3554992560399622e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
2020-06-15 18:13:22.161240,0.32128829999999997,0.17047695235338,0.5380711974762764,0,0,0,0,0,0,0,0,1.3546597157415417e-05,1,0,0,0.0,0,0.0,0,0,0,1.3546597157415417e-05,1,0,0,0.0,0,0,1,0.0,1,0,0
