iteration,timestamp,TANK_LEVEL
1,2020-06-09 23:49:02.684058,3.0
2,2020-06-09 23:49:02.977601,2.578752040863037
3,2020-06-09 23:49:03.320423,2.578752040863037
4,2020-06-09 23:49:03.616894,2.4465808868408203
5,2020-06-09 23:49:03.924390,2.4465808868408203
6,2020-06-09 23:49:04.225507,2.399122953414917
7,2020-06-09 23:49:04.522376,2.399122953414917
8,2020-06-09 23:49:04.832749,2.3627800941467285
9,2020-06-09 23:49:05.140463,2.3627800941467285
10,2020-06-09 23:49:06.007147,2.3265280723571777
11,2020-06-09 23:49:06.319535,2.2903659343719482
12,2020-06-09 23:49:06.670412,2.2542951107025146
13,2020-06-09 23:49:06.972654,2.220196008682251
14,2020-06-09 23:49:07.290472,2.220196008682251
15,2020-06-09 23:49:07.636472,2.1861820220947266
16,2020-06-09 23:49:07.940634,2.1861820220947266
17,2020-06-09 23:49:08.239113,2.1522529125213623
18,2020-06-09 23:49:08.564058,2.1522529125213623
19,2020-06-09 23:49:08.876623,2.1184089183807373
20,2020-06-09 23:49:09.198713,2.132888078689575
21,2020-06-09 23:49:09.535478,2.132888078689575
22,2020-06-09 23:49:09.821197,2.147329092025757
23,2020-06-09 23:49:10.647798,2.147329092025757
24,2020-06-09 23:49:10.968486,2.1617350578308105
25,2020-06-09 23:49:11.285322,2.1761040687561035
26,2020-06-09 23:49:11.606348,2.2072439193725586
27,2020-06-09 23:49:11.944331,2.2072439193725586
28,2020-06-09 23:49:12.234384,2.238306999206543
29,2020-06-09 23:49:12.534821,2.238306999206543
30,2020-06-09 23:49:12.846196,2.2692930698394775
31,2020-06-09 23:49:13.163805,2.300200939178467
32,2020-06-09 23:49:13.480878,2.300200939178467
33,2020-06-09 23:49:13.801700,2.333885908126831
34,2020-06-09 23:49:14.098829,2.333885908126831
35,2020-06-09 23:49:14.419204,2.333885908126831
36,2020-06-09 23:49:14.738965,2.3674869537353516
37,2020-06-09 23:49:15.029275,2.4010040760040283
38,2020-06-09 23:49:15.377395,2.4010040760040283
39,2020-06-09 23:49:15.664532,2.4344370365142822
40,2020-06-09 23:49:16.032644,2.4344370365142822
41,2020-06-09 23:49:16.355188,2.4353950023651123
42,2020-06-09 23:49:16.647124,2.4353950023651123
43,2020-06-09 23:49:16.958821,2.436350107192993
44,2020-06-09 23:49:17.256720,2.437303066253662
