timestamp,T1,T2,T3,T4,T5,T7
2020-08-29 14:52:49.590288,3.0,0.0,3.0,2.5,1.0,2.5
2020-08-29 14:52:51.662721,3.0,0.0,3.0,2.5,1.0,2.5
2020-08-29 14:52:53.980813,5.84444522857666,0.0,4.369896411895752,2.769914150238037,1.1112470626831055,2.291887044906616
2020-08-29 14:52:56.102382,5.84444522857666,0.0,4.346739768981934,2.8207409381866455,1.172911524772644,2.174370050430298
2020-08-29 14:52:58.291977,5.872768402099609,0.0,4.323583602905273,2.871469020843506,1.2345478534698486,2.0571417808532715
2020-08-29 14:53:00.407868,5.901072978973389,0.0,4.300427436828613,2.9220986366271973,1.2893251180648804,2.103017568588257
2020-08-29 14:53:02.563280,5.892373561859131,0.0,4.300427436828613,2.972630023956299,1.3440521955490112,2.148773431777954
2020-08-29 14:53:04.765636,5.8836894035339355,0.0,4.277271270751953,2.972630023956299,1.3987289667129517,2.1944098472595215
2020-08-29 14:53:06.960385,5.875020980834961,0.0,4.254115104675293,3.0230629444122314,1.3987289667129517,2.1944098472595215
2020-08-29 14:53:09.118536,5.866367816925049,0.0,4.230958938598633,3.073397397994995,1.4533554315567017,2.239927053451538
2020-08-29 14:53:11.423054,5.857730388641357,0.0,4.207802772521973,3.123633623123169,1.5079315900802612,2.2853260040283203
2020-08-29 14:53:13.674644,5.849108695983887,0.0,4.1846466064453125,3.173771619796753,1.56245756149292,2.330606698989868
2020-08-29 14:53:15.988294,5.8405022621154785,0.0,4.161490440368652,3.223811149597168,1.6169332265853882,2.375769853591919
2020-08-29 14:53:18.255973,5.831911563873291,0.0,4.138333797454834,3.2737526893615723,1.6713588237762451,2.42081618309021
2020-08-29 14:53:20.632279,5.831911563873291,0.0,4.115177631378174,3.3235957622528076,1.7257342338562012,2.4657459259033203
2020-08-29 14:53:22.914390,5.823336124420166,0.0,4.092021465301514,3.3733408451080322,1.7800594568252563,2.510559558868408
2020-08-29 14:53:25.145043,5.814776420593262,0.0,4.092021465301514,3.423936128616333,1.834981083869934,2.5681910514831543
2020-08-29 14:53:27.401809,5.812562942504883,0.0,4.07062292098999,3.4744322299957275,1.889857292175293,2.6256799697875977
2020-08-29 14:53:29.558687,5.810361385345459,0.0,4.049224376678467,3.524829149246216,1.944688081741333,2.6830272674560547
2020-08-29 14:53:31.736113,5.808171272277832,0.0,4.027825832366943,3.524829149246216,1.944688081741333,2.737457513809204
2020-08-29 14:53:33.923813,5.770370006561279,0.0,4.00642728805542,3.5787925720214844,1.99741530418396,2.791731834411621
2020-08-29 14:53:36.122422,5.732709884643555,0.0,3.9850287437438965,3.6327247619628906,2.0500833988189697,2.791731834411621
2020-08-29 14:53:38.315549,5.695191860198975,0.0,3.963630199432373,3.6866257190704346,2.1026926040649414,2.845851182937622
2020-08-29 14:53:40.671329,5.695191860198975,0.0,3.9422316551208496,3.740495443344116,2.155242919921875,2.899815797805786
2020-08-29 14:53:42.886915,5.6578145027160645,0.0,3.921689033508301,3.792180061340332,2.205634593963623,2.951474189758301
2020-08-29 14:53:45.196148,5.622068405151367,0.0,3.920833110809326,3.794332981109619,2.2077419757843018,2.9546358585357666
2020-08-29 14:53:47.408434,5.620595932006836,0.0,3.920833110809326,3.794332981109619,2.2604217529296875,3.033674955368042
2020-08-29 14:53:49.600461,5.5837907791137695,0.0,3.8994345664978027,3.848151206970215,2.2604217529296875,3.1125457286834717
2020-08-29 14:53:51.870847,5.547128200531006,0.0,3.8780360221862793,3.901937961578369,2.313044309616089,3.191248893737793
2020-08-29 14:53:54.105421,5.510607719421387,0.0,3.856637477874756,3.955693244934082,2.3656094074249268,3.191248893737793
2020-08-29 14:53:56.220905,5.474229335784912,0.0,3.8352389335632324,4.0094170570373535,2.4181175231933594,3.2697842121124268
2020-08-29 14:53:58.479972,5.474229335784912,0.0,3.8199613094329834,4.076143264770508,2.4804296493530273,3.370626449584961
2020-08-29 14:54:00.697872,5.440639972686768,0.0,3.8046834468841553,4.142826080322266,2.5426785945892334,3.471269130706787
2020-08-29 14:54:02.905042,5.407193183898926,0.0,3.8046834468841553,4.209464073181152,2.6048648357391357,3.5717127323150635
2020-08-29 14:54:05.050930,5.373889446258545,0.0,3.7894058227539062,4.209464073181152,2.6669881343841553,3.671957492828369
2020-08-29 14:54:07.222696,5.340728282928467,0.0,3.7741281986236572,4.276058197021484,2.6669881343841553,3.772003650665283
2020-08-29 14:54:09.470860,5.307709217071533,0.0,3.758850336074829,4.342608451843262,2.729048728942871,3.772003650665283
2020-08-29 14:54:11.698245,5.274832725524902,0.0,3.74357271194458,4.40911340713501,2.791046619415283,3.871851921081543
2020-08-29 14:54:13.970440,5.242098331451416,0.0,3.728294849395752,4.475574493408203,2.8529815673828125,3.9715025424957275
2020-08-29 14:54:16.281283,5.209505558013916,0.0,3.713017225265503,4.541990280151367,2.914854049682617,4.070955276489258
2020-08-29 14:54:18.481538,5.177054405212402,0.0,3.697739362716675,4.608361721038818,2.9766640663146973,4.170211315155029
2020-08-29 14:54:20.782838,5.177054405212402,0.0,3.682461738586426,4.674688339233398,3.0384113788604736,4.269270420074463
2020-08-29 14:54:23.017891,5.144744396209717,0.0,3.6671838760375977,4.60733699798584,3.1005618572235107,4.3690009117126465
2020-08-29 14:54:25.387452,5.118194580078125,0.0,3.6519062519073486,4.539985656738281,3.162654399871826,4.46854305267334
2020-08-29 14:54:27.593817,5.0918121337890625,0.0,3.6336491107940674,4.4737324714660645,3.226006269454956,4.585635662078857
